Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1E0	******	******	******	******	35	1.14E+2	3E0	2.79E+1
2E0	******	******	******	******	35	1E+2	3E0	2.46E+1
3E0	******	******	******	******	35	9.15E+1	3E0	2.25E+1
4E0	******	******	******	******	35	8.49E+1	3E0	2.09E+1
5E0	******	******	******	******	35	7.95E+1	3E0	1.95E+1
6E0	******	******	******	******	35	7.5E+1	3E0	1.84E+1
7E0	******	******	******	******	35	7.09E+1	3E0	1.74E+1
8E0	******	******	******	******	35	6.71E+1	3E0	1.65E+1
9E0	******	******	******	******	35	6.41E+1	3E0	1.58E+1
1E+1	******	******	******	******	35	6.11E+1	3E0	1.5E+1
1.1E+1	******	******	******	******	35	5.84E+1	3E0	1.43E+1
1.2E+1	******	******	******	******	35	5.59E+1	3E0	1.37E+1
1.3E+1	******	******	******	******	35	5.35E+1	3E0	1.31E+1
1.4E+1	******	******	******	******	35	5.14E+1	3E0	1.26E+1
1.5E+1	******	******	******	******	35	4.93E+1	3E0	1.21E+1
1.6E+1	******	******	******	******	35	4.74E+1	3E0	1.16E+1
1.7E+1	******	******	******	******	35	4.56E+1	3E0	1.12E+1
1.8E+1	******	******	******	******	35	4.39E+1	3E0	1.08E+1
1.9E+1	******	******	******	******	35	4.23E+1	3E0	1.04E+1
2E+1	******	******	******	******	35	4.08E+1	3E0	1E+1
2.1E+1	******	******	******	******	35	3.94E+1	3E0	9.69E0
2.2E+1	******	******	******	******	35	3.8E+1	3E0	9.35E0
2.3E+1	******	******	******	******	35	3.67E+1	3E0	9.02E0
2.4E+1	******	******	******	******	35	3.54E+1	3E0	8.7E0
2.5E+1	******	******	******	******	35	3.43E+1	3E0	8.42E0
2.6E+1	******	******	******	******	35	3.31E+1	3E0	8.15E0
2.7E+1	******	******	******	******	35	3.21E+1	3E0	7.89E0
2.8E+1	******	******	******	******	35	3.11E+1	3E0	7.64E0
2.9E+1	******	******	******	******	35	3.01E+1	3E0	7.4E0
3E+1	******	******	******	******	35	2.92E+1	3E0	7.17E0
3.1E+1	******	******	******	******	35	2.84E+1	3E0	6.97E0
3.2E+1	******	******	******	******	35	2.75E+1	3E0	6.77E0
3.3E+1	******	******	******	******	35	2.67E+1	3E0	6.57E0
3.4E+1	******	******	******	******	35	2.59E+1	3E0	6.36E0
3.5E+1	******	******	******	******	35	2.51E+1	3E0	6.17E0
3.6E+1	******	******	******	******	35	2.44E+1	3E0	5.99E0
3.7E+1	******	******	******	******	35	2.37E+1	3E0	5.81E0
3.8E+1	******	******	******	******	35	2.3E+1	3E0	5.65E0
3.9E+1	******	******	******	******	35	2.24E+1	3E0	5.49E0
4E+1	******	******	******	******	35	2.17E+1	3E0	5.34E0
4.1E+1	******	******	******	******	35	2.11E+1	3E0	5.19E0
4.2E+1	******	******	******	******	35	2.05E+1	3E0	5.04E0
4.3E+1	******	******	******	******	35	2E+1	3E0	4.91E0
4.4E+1	******	******	******	******	35	1.94E+1	3E0	4.77E0
4.5E+1	******	******	******	******	35	1.89E+1	3E0	4.64E0
4.6E+1	******	******	******	******	35	1.84E+1	3E0	4.52E0
4.7E+1	******	******	******	******	35	1.79E+1	3E0	4.39E0
4.8E+1	******	******	******	******	35	1.74E+1	3E0	4.27E0
