Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1.01E-1	******	******	******	******	40	-4.92E+1	-1.4E-3	-1.21E+1
2.03E-1	******	******	******	******	40	-4.7E+1	2.04E-4	-1.16E+1
3E-1	******	******	******	******	40	-4.1E+1	-3.22E-4	-1.01E+1
4.02E-1	******	******	******	******	40	-3.9E+1	2.75E-5	-9.57E0
5E-1	******	******	******	******	40	-3.71E+1	5.63E-5	-9.12E0
6.01E-1	******	******	******	******	40	-3.54E+1	-3E-4	-8.7E0
7.07E-1	******	******	******	******	40	-3.39E+1	-5.94E-4	-8.33E0
8.04E-1	******	******	******	******	40	-3.25E+1	-8.35E-4	-7.99E0
9.06E-1	******	******	******	******	40	-3.13E+1	-1.01E-3	-7.69E0
1E0	******	******	******	******	40	-3.01E+1	-1.1E-3	-7.4E0
1.11E0	******	******	******	******	40	-2.9E+1	-1.17E-3	-7.14E0
1.21E0	******	******	******	******	40	-2.81E+1	-1.15E-3	-6.9E0
1.3E0	******	******	******	******	40	-2.72E+1	-1.19E-3	-6.68E0
1.41E0	******	******	******	******	40	-2.63E+1	-1.1E-3	-6.47E0
1.5E0	******	******	******	******	40	-2.55E+1	-1.1E-3	-6.27E0
1.61E0	******	******	******	******	40	-2.47E+1	-1.08E-3	-6.08E0
1.71E0	******	******	******	******	40	-2.4E+1	-1.08E-3	-5.89E0
1.8E0	******	******	******	******	40	-2.33E+1	-1.01E-3	-5.74E0
1.91E0	******	******	******	******	40	-2.27E+1	-9.44E-4	-5.57E0
2E0	******	******	******	******	40	-2.2E+1	-9.97E-4	-5.4E0
2.11E0	******	******	******	******	40	-2.14E+1	-9.21E-4	-5.27E0
2.2E0	******	******	******	******	40	-2.09E+1	-8.76E-4	-5.12E0
2.3E0	******	******	******	******	40	-2.02E+1	-9.49E-4	-4.97E0
2.4E0	******	******	******	******	40	-1.97E+1	-8.41E-4	-4.85E0
2.5E0	******	******	******	******	40	-1.92E+1	-8.32E-4	-4.73E0
2.6E0	******	******	******	******	40	-1.87E+1	-8.57E-4	-4.59E0
2.7E0	******	******	******	******	40	-1.82E+1	-8.52E-4	-4.47E0
