Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1E0	******	******	******	******	35	-2.18E+2	1E0	-5.35E+1
2E0	******	******	******	******	35	-2.12E+2	1E0	-5.21E+1
3E0	******	******	******	******	35	-2.05E+2	1E0	-5.04E+1
4E0	******	******	******	******	35	-1.98E+2	1E0	-4.87E+1
5E0	******	******	******	******	35	-1.92E+2	1E0	-4.71E+1
6E0	******	******	******	******	35	-1.85E+2	1E0	-4.55E+1
7E0	******	******	******	******	35	-1.79E+2	1E0	-4.39E+1
8E0	******	******	******	******	35	-1.73E+2	1E0	-4.25E+1
9E0	******	******	******	******	35	-1.67E+2	1E0	-4.11E+1
1E+1	******	******	******	******	35	-1.62E+2	1E0	-3.98E+1
1.1E+1	******	******	******	******	35	-1.57E+2	1E0	-3.85E+1
1.2E+1	******	******	******	******	35	-1.52E+2	1E0	-3.73E+1
1.3E+1	******	******	******	******	35	-1.47E+2	1E0	-3.61E+1
1.4E+1	******	******	******	******	35	-1.42E+2	1E0	-3.49E+1
1.5E+1	******	******	******	******	35	-1.38E+2	1E0	-3.39E+1
1.6E+1	******	******	******	******	35	-1.34E+2	1E0	-3.28E+1
1.7E+1	******	******	******	******	35	-1.3E+2	1E0	-3.18E+1
1.8E+1	******	******	******	******	35	-1.26E+2	1E0	-3.09E+1
1.9E+1	******	******	******	******	35	-1.22E+2	1E0	-3E+1
2E+1	******	******	******	******	35	-1.18E+2	1E0	-2.91E+1
2.1E+1	******	******	******	******	35	-1.15E+2	1E0	-2.83E+1
2.2E+1	******	******	******	******	35	-1.12E+2	1E0	-2.75E+1
2.3E+1	******	******	******	******	35	-1.09E+2	1E0	-2.67E+1
2.4E+1	******	******	******	******	35	-1.05E+2	1E0	-2.59E+1
2.5E+1	******	******	******	******	35	-1.02E+2	1E0	-2.52E+1
2.6E+1	******	******	******	******	35	-9.96E+1	1E0	-2.45E+1
2.7E+1	******	******	******	******	35	-9.69E+1	1E0	-2.38E+1
2.8E+1	******	******	******	******	35	-9.42E+1	1E0	-2.31E+1
2.9E+1	******	******	******	******	35	-9.16E+1	1E0	-2.25E+1
3E+1	******	******	******	******	35	-8.91E+1	1E0	-2.19E+1
3.1E+1	******	******	******	******	35	-8.67E+1	1E0	-2.13E+1
3.2E+1	******	******	******	******	35	-8.44E+1	1E0	-2.07E+1
3.3E+1	******	******	******	******	35	-8.21E+1	1E0	-2.02E+1
3.4E+1	******	******	******	******	35	-8E+1	1E0	-1.97E+1
3.5E+1	******	******	******	******	35	-7.79E+1	1E0	-1.91E+1
3.6E+1	******	******	******	******	35	-7.59E+1	1E0	-1.86E+1
3.7E+1	******	******	******	******	35	-7.39E+1	1E0	-1.82E+1
3.8E+1	******	******	******	******	35	-7.2E+1	1E0	-1.77E+1
3.9E+1	******	******	******	******	35	-7.02E+1	1E0	-1.72E+1
4E+1	******	******	******	******	35	-6.84E+1	1E0	-1.68E+1
4.1E+1	******	******	******	******	35	-6.65E+1	1E0	-1.63E+1
4.2E+1	******	******	******	******	35	-6.52E+1	1E0	-1.6E+1
4.3E+1	******	******	******	******	35	-6.35E+1	1E0	-1.56E+1
4.4E+1	******	******	******	******	35	-6.19E+1	1E0	-1.52E+1
4.5E+1	******	******	******	******	35	-6.04E+1	1E0	-1.48E+1
4.6E+1	******	******	******	******	35	-5.89E+1	1E0	-1.45E+1
4.7E+1	******	******	******	******	35	-5.75E+1	1E0	-1.41E+1
4.8E+1	******	******	******	******	35	-5.61E+1	1E0	-1.38E+1
4.9E+1	******	******	******	******	35	-5.47E+1	1E0	-1.34E+1
5E+1	******	******	******	******	35	-5.34E+1	1E0	-1.31E+1
5.1E+1	******	******	******	******	35	-5.22E+1	1E0	-1.28E+1
5.2E+1	******	******	******	******	35	-5.1E+1	1E0	-1.25E+1
5.3E+1	******	******	******	******	35	-4.98E+1	1E0	-1.22E+1
5.4E+1	******	******	******	******	35	-4.85E+1	1E0	-1.19E+1
5.5E+1	******	******	******	******	35	-4.74E+1	1E0	-1.16E+1
