Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
9.8E-2	******	******	******	******	35	-1.65E+2	-4.31E-3	-4.05E+1
1.99E-1	******	******	******	******	35	-1.57E+2	-7.1E-6	-3.85E+1
3.01E-1	******	******	******	******	35	-1.52E+2	-3.8E-5	-3.74E+1
3.99E-1	******	******	******	******	35	-1.49E+2	-3.34E-5	-3.65E+1
5E-1	******	******	******	******	35	-1.46E+2	-7.06E-5	-3.58E+1
5.98E-1	******	******	******	******	35	-1.43E+2	-7.98E-5	-3.52E+1
6.99E-1	******	******	******	******	35	-1.41E+2	-9.32E-5	-3.46E+1
8.01E-1	******	******	******	******	35	-1.39E+2	-1.62E-5	-3.41E+1
8.99E-1	******	******	******	******	35	-1.37E+2	2.52E-5	-3.37E+1
1E0	******	******	******	******	35	-1.35E+2	-1.12E-6	-3.32E+1
1.1E0	******	******	******	******	35	-1.34E+2	2.9E-5	-3.29E+1
1.2E0	******	******	******	******	35	-1.32E+2	5.93E-5	-3.25E+1
1.3E0	******	******	******	******	35	-1.31E+2	7.94E-5	-3.22E+1
1.4E0	******	******	******	******	35	-1.29E+2	3.84E-5	-3.18E+1
1.5E0	******	******	******	******	35	-1.28E+2	4.6E-5	-3.15E+1
1.6E0	******	******	******	******	35	-1.27E+2	-9.56E-6	-3.12E+1
1.7E0	******	******	******	******	35	-1.26E+2	-1.13E-5	-3.09E+1
1.8E0	******	******	******	******	35	-1.25E+2	-1.41E-5	-3.06E+1
1.9E0	******	******	******	******	35	-1.23E+2	-1.04E-5	-3.03E+1
2E0	******	******	******	******	35	-1.22E+2	-8.52E-5	-3.01E+1
2.1E0	******	******	******	******	35	-1.21E+2	-8.75E-5	-2.98E+1
2.2E0	******	******	******	******	35	-1.2E+2	-6.13E-5	-2.96E+1
2.3E0	******	******	******	******	35	-1.19E+2	-5.49E-5	-2.94E+1
2.4E0	******	******	******	******	35	-1.19E+2	-3.27E-5	-2.91E+1
2.5E0	******	******	******	******	35	-1.18E+2	-5.96E-5	-2.89E+1
2.6E0	******	******	******	******	35	-1.17E+2	-3.58E-6	-2.87E+1
2.7E0	******	******	******	******	35	-1.16E+2	9.63E-5	-2.85E+1
2.8E0	******	******	******	******	35	-1.15E+2	3E-5	-2.83E+1
2.9E0	******	******	******	******	35	-1.14E+2	5.57E-5	-2.81E+1
3E0	******	******	******	******	35	-1.14E+2	5.71E-5	-2.79E+1
3.1E0	******	******	******	******	35	-1.13E+2	4.77E-5	-2.77E+1
3.2E0	******	******	******	******	35	-1.12E+2	5.76E-5	-2.75E+1
3.3E0	******	******	******	******	35	-1.11E+2	1.19E-5	-2.73E+1
3.4E0	******	******	******	******	35	-1.1E+2	-4.05E-5	-2.71E+1
3.5E0	******	******	******	******	35	-1.1E+2	7.79E-6	-2.7E+1
3.6E0	******	******	******	******	35	-1.09E+2	-5.87E-5	-2.68E+1
3.7E0	******	******	******	******	35	-1.08E+2	-6.47E-5	-2.66E+1
3.8E0	******	******	******	******	35	-1.08E+2	-8.16E-5	-2.64E+1
3.9E0	******	******	******	******	35	-1.07E+2	-7.83E-5	-2.63E+1
4E0	******	******	******	******	35	-1.06E+2	-9.63E-5	-2.61E+1
4.1E0	******	******	******	******	35	-1.06E+2	-4.65E-5	-2.6E+1
4.2E0	******	******	******	******	35	-1.05E+2	-6.77E-5	-2.58E+1
4.3E0	******	******	******	******	35	-1.04E+2	-7.74E-6	-2.57E+1
4.4E0	******	******	******	******	35	-1.04E+2	-7.71E-5	-2.55E+1
4.5E0	******	******	******	******	35	-1.03E+2	4.56E-5	-2.54E+1
4.6E0	******	******	******	******	35	-1.03E+2	3.84E-5	-2.52E+1
4.7E0	******	******	******	******	35	-1.02E+2	1.47E-5	-2.51E+1
4.8E0	******	******	******	******	35	-1.01E+2	-3.58E-5	-2.49E+1
4.9E0	******	******	******	******	35	-1.01E+2	9.06E-5	-2.48E+1
5E0	******	******	******	******	35	-1E+2	2.59E-5	-2.47E+1
5.1E0	******	******	******	******	35	-9.98E+1	-1.04E-5	-2.45E+1
5.2E0	******	******	******	******	35	-9.93E+1	-4.31E-5	-2.44E+1
5.3E0	******	******	******	******	35	-9.87E+1	-1.14E-4	-2.42E+1
5.4E0	******	******	******	******	35	-9.81E+1	-1.33E-4	-2.41E+1
5.5E0	******	******	******	******	35	-9.76E+1	-1.77E-4	-2.4E+1
5.6E0	******	******	******	******	35	-9.7E+1	-2.38E-4	-2.38E+1
5.7E0	******	******	******	******	35	-9.66E+1	-2.28E-4	-2.37E+1
5.8E0	******	******	******	******	35	-9.61E+1	-2.17E-4	-2.36E+1
5.9E0	******	******	******	******	35	-9.55E+1	-2.13E-4	-2.35E+1
6E0	******	******	******	******	35	-9.51E+1	-2.25E-4	-2.34E+1
6.1E0	******	******	******	******	35	-9.46E+1	-2.02E-4	-2.32E+1
6.2E0	******	******	******	******	35	-9.42E+1	-1.45E-4	-2.31E+1
