Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E-1	******	******	******	******	20	-3.74E-1	-9.86E-5	-9.18E-2
2	2E-1	******	******	******	******	20	4.31E-1	-9.32E-5	1.06E-1
3	3E-1	******	******	******	******	20	8.31E-2	3.39E-4	2.04E-2
4	4E-1	******	******	******	******	20	9.53E-2	-6.84E-4	2.34E-2
5	5E-1	******	******	******	******	20	7.98E-2	9.23E-6	1.96E-2
6	6E-1	******	******	******	******	20	1.1E-1	-1.24E-4	2.71E-2
7	7.01E-1	******	******	******	******	20	1.03E-1	-8.32E-5	2.53E-2
8	8.01E-1	******	******	******	******	20	9.43E-2	-1.35E-4	2.32E-2
9	9.01E-1	******	******	******	******	20	9.17E-2	3.51E-5	2.25E-2
10	1E0	******	******	******	******	20	1.39E-1	-1.71E-4	3.42E-2
11	1.1E0	******	******	******	******	20	1.35E-1	-1.21E-4	3.32E-2
12	1.2E0	******	******	******	******	20	7.6E-2	9.37E-6	1.87E-2
13	1.3E0	******	******	******	******	20	1.08E-1	-5.55E-5	2.65E-2
14	1.4E0	******	******	******	******	20	1.22E-1	-6.91E-5	3E-2
15	1.5E0	******	******	******	******	20	8.03E-2	-7.06E-5	1.97E-2
16	1.6E0	******	******	******	******	20	1.22E-1	-3.26E-5	2.99E-2
17	1.7E0	******	******	******	******	20	1.1E-1	-1.21E-5	2.71E-2
18	1.8E0	******	******	******	******	20	9.49E-2	2.08E-5	2.33E-2
19	1.9E0	******	******	******	******	20	3.57E-2	1.28E-4	8.77E-3
20	2E0	******	******	******	******	20	5.22E-2	4.48E-6	1.28E-2
21	2.1E0	******	******	******	******	20	5.13E-2	1.43E-4	1.26E-2
22	2.2E0	******	******	******	******	20	2.95E-2	7.14E-5	7.26E-3
23	2.3E0	******	******	******	******	20	4.01E-2	5E-5	9.87E-3
24	2.4E0	******	******	******	******	20	5.93E-2	8.03E-5	1.46E-2
25	2.5E0	******	******	******	******	20	9.26E-3	1.39E-4	2.28E-3
26	2.6E0	******	******	******	******	20	6.77E-3	4.99E-5	1.66E-3
27	2.7E0	******	******	******	******	20	-4.5E-3	7.59E-5	-1.11E-3
28	2.8E0	******	******	******	******	20	3.3E-2	6.41E-5	8.1E-3
29	2.9E0	******	******	******	******	20	7.64E-3	4.13E-5	1.88E-3
30	3E0	******	******	******	******	20	2.77E-2	1.19E-4	6.82E-3
31	3.1E0	******	******	******	******	20	-9.45E-3	5.44E-5	-2.32E-3
32	3.2E0	******	******	******	******	20	-7.86E-3	3.46E-5	-1.93E-3
33	3.3E0	******	******	******	******	20	4.52E-2	7.51E-8	1.11E-2
34	3.4E0	******	******	******	******	20	3.15E-2	-2.84E-6	7.73E-3
35	3.5E0	******	******	******	******	20	8.05E-2	-7.67E-5	1.98E-2
36	3.6E0	******	******	******	******	20	5.6E-2	-5E-5	1.38E-2
37	3.7E0	******	******	******	******	20	7.01E-2	-9.3E-5	1.72E-2
38	3.8E0	******	******	******	******	20	5.94E-2	-8.83E-5	1.46E-2
39	3.9E0	******	******	******	******	20	5.12E-2	-3.05E-6	1.26E-2
40	4E0	******	******	******	******	20	5.69E-2	-5.68E-5	1.4E-2
41	4.1E0	******	******	******	******	20	6.84E-2	-3.29E-5	1.68E-2
42	4.2E0	******	******	******	******	20	9.76E-2	-1.4E-4	2.4E-2
43	4.3E0	******	******	******	******	20	9.42E-2	-9.44E-5	2.31E-2
44	4.4E0	******	******	******	******	20	1.31E-1	-9.11E-5	3.22E-2
45	4.5E0	******	******	******	******	20	1.02E-1	-1.1E-4	2.52E-2
46	4.6E0	******	******	******	******	20	8.87E-2	-5E-5	2.18E-2
47	4.7E0	******	******	******	******	20	8.52E-2	1.97E-5	2.09E-2
48	4.8E0	******	******	******	******	20	8.66E-2	9.33E-6	2.13E-2
49	4.9E0	******	******	******	******	20	1.36E-1	-1.18E-4	3.34E-2
50	5E0	******	******	******	******	20	1.19E-1	-1.66E-6	2.92E-2
51	5.1E0	******	******	******	******	20	1.11E-1	2.62E-5	2.74E-2
52	5.2E0	******	******	******	******	20	7.21E-2	4.91E-5	1.77E-2
53	5.3E0	******	******	******	******	20	1.25E-1	-2.59E-5	3.08E-2
54	5.4E0	******	******	******	******	20	9.71E-2	2.82E-6	2.39E-2
55	5.5E0	******	******	******	******	20	6.31E-2	1.24E-4	1.55E-2
56	5.6E0	******	******	******	******	20	5.46E-2	3.8E-5	1.34E-2
57	5.7E0	******	******	******	******	20	5.28E-2	1.18E-4	1.3E-2
58	5.8E0	******	******	******	******	20	1.09E-1	2.75E-5	2.68E-2
59	5.9E0	******	******	******	******	20	7.15E-2	5.95E-5	1.76E-2
60	6E0	******	******	******	******	20	5.57E-2	6.21E-5	1.37E-2
61	6.1E0	******	******	******	******	20	3.23E-2	1.31E-4	7.94E-3
