Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E0	******	******	******	******	30	3.53E0	1E0	8.68E-1
2	2E0	******	******	******	******	30	4.06E-1	1E0	9.98E-2
3	3E0	******	******	******	******	30	1.34E-1	1E0	3.28E-2
4	4E0	******	******	******	******	30	5.87E-2	1E0	1.44E-2
5	5E0	******	******	******	******	30	4.43E-2	1E0	1.09E-2
6	6E0	******	******	******	******	30	5.08E-2	1E0	1.25E-2
7	7E0	******	******	******	******	30	5.88E-2	1E0	1.44E-2
8	8E0	******	******	******	******	30	4.83E-2	1E0	1.19E-2
9	9E0	******	******	******	******	30	5.68E-2	1E0	1.39E-2
10	1E+1	******	******	******	******	30	3.09E-2	1E0	7.6E-3
11	1.1E+1	******	******	******	******	30	2.81E-2	1E0	6.91E-3
12	1.2E+1	******	******	******	******	30	1.42E-2	1E0	3.49E-3
13	1.3E+1	******	******	******	******	30	5.77E-2	1E0	1.42E-2
14	1.4E+1	******	******	******	******	30	7.08E-2	1E0	1.74E-2
15	1.5E+1	******	******	******	******	30	6.29E-2	1E0	1.55E-2
16	1.6E+1	******	******	******	******	30	4.18E-2	1E0	1.03E-2
17	1.7E+1	******	******	******	******	30	6.76E-2	1E0	1.66E-2
18	1.8E+1	******	******	******	******	30	4.26E-2	1E0	1.05E-2
19	1.9E+1	******	******	******	******	30	2.89E-2	1E0	7.1E-3
20	2E+1	******	******	******	******	30	7.39E-2	1E0	1.82E-2
21	2.1E+1	******	******	******	******	30	7.67E-2	1E0	1.88E-2
22	2.2E+1	******	******	******	******	30	7.45E-2	1E0	1.83E-2
23	2.3E+1	******	******	******	******	30	3.7E-2	1E0	9.09E-3
24	2.4E+1	******	******	******	******	30	-5.81E-2	1E0	-1.43E-2
25	2.5E+1	******	******	******	******	30	-1.58E-2	1E0	-3.89E-3
26	2.6E+1	******	******	******	******	30	6.21E-2	1E0	1.53E-2
27	2.7E+1	******	******	******	******	30	9.46E-2	1E0	2.32E-2
28	2.8E+1	******	******	******	******	30	9.11E-2	1E0	2.24E-2
29	2.9E+1	******	******	******	******	30	4.77E-2	1E0	1.17E-2
30	3E+1	******	******	******	******	30	3.63E-2	1E0	8.92E-3
31	3.1E+1	******	******	******	******	30	4.96E-2	1E0	1.22E-2
32	3.2E+1	******	******	******	******	30	7.4E-2	1E0	1.82E-2
33	3.3E+1	******	******	******	******	30	4.31E-2	1E0	1.06E-2
34	3.4E+1	******	******	******	******	30	5.06E-2	1E0	1.24E-2
35	3.5E+1	******	******	******	******	30	3.59E-2	1E0	8.81E-3
36	3.6E+1	******	******	******	******	30	1.87E-2	1E0	4.6E-3
37	3.7E+1	******	******	******	******	30	1.92E-2	1E0	4.71E-3
38	3.8E+1	******	******	******	******	30	5.21E-2	1E0	1.28E-2
39	3.9E+1	******	******	******	******	30	7.97E-2	1E0	1.96E-2
40	4E+1	******	******	******	******	30	9.29E-2	1E0	2.28E-2
41	4.1E+1	******	******	******	******	30	8.19E-2	1E0	2.01E-2
42	4.2E+1	******	******	******	******	30	7.11E-2	1E0	1.75E-2
43	4.3E+1	******	******	******	******	30	6.33E-2	1E0	1.55E-2
44	4.4E+1	******	******	******	******	30	3.09E-2	1E0	7.59E-3
45	4.5E+1	******	******	******	******	30	3.28E-2	1E0	8.06E-3
46	4.6E+1	******	******	******	******	30	4.31E-3	1E0	1.06E-3
47	4.7E+1	******	******	******	******	30	2.17E-2	1E0	5.33E-3
48	4.8E+1	******	******	******	******	30	6.25E-2	1E0	1.54E-2
49	4.9E+1	******	******	******	******	30	4.42E-2	1E0	1.09E-2
50	5E+1	******	******	******	******	30	8.02E-2	1E0	1.97E-2
51	5.1E+1	******	******	******	******	30	6.11E-2	1E0	1.5E-2
52	5.2E+1	******	******	******	******	30	2.45E-2	1E0	6.02E-3
53	5.3E+1	******	******	******	******	30	2E-2	1E0	4.91E-3
54	5.4E+1	******	******	******	******	30	8.99E-2	1E0	2.21E-2
55	5.5E+1	******	******	******	******	30	1.03E-1	1E0	2.54E-2
56	5.6E+1	******	******	******	******	30	6.7E-2	1E0	1.65E-2
57	5.7E+1	******	******	******	******	30	6.37E-2	1E0	1.57E-2
58	5.8E+1	******	******	******	******	30	5.12E-2	1E0	1.26E-2
59	5.9E+1	******	******	******	******	30	5.28E-2	1E0	1.3E-2
60	6E+1	******	******	******	******	30	4.08E-2	1E0	1E-2
61	6.1E+1	******	******	******	******	30	2.69E-2	1E0	6.61E-3
62	6.2E+1	******	******	******	******	30	1.96E-2	1E0	4.83E-3
63	6.3E+1	******	******	******	******	30	2.77E-2	1E0	6.81E-3
64	6.4E+1	******	******	******	******	30	3.11E-2	1E0	7.64E-3
65	6.5E+1	******	******	******	******	30	2.47E-2	1E0	6.06E-3
66	6.6E+1	******	******	******	******	30	3.21E-2	1E0	7.89E-3
67	6.7E+1	******	******	******	******	30	4.03E-2	1E0	9.91E-3
68	6.8E+1	******	******	******	******	30	4.96E-2	1E0	1.22E-2
69	6.9E+1	******	******	******	******	30	4.84E-2	1E0	1.19E-2
70	7E+1	******	******	******	******	30	7.96E-2	1E0	1.96E-2
71	7.1E+1	******	******	******	******	30	8.37E-2	1E0	2.06E-2
72	7.2E+1	******	******	******	******	30	5.8E-2	1E0	1.42E-2
73	7.3E+1	******	******	******	******	30	3.08E-2	1E0	7.56E-3
74	7.4E+1	******	******	******	******	30	9.82E-4	1E0	2.41E-4
75	7.5E+1	******	******	******	******	30	-3.02E-3	1E0	-7.41E-4
76	7.6E+1	******	******	******	******	30	-3.16E-2	1E0	-7.77E-3
77	7.7E+1	******	******	******	******	30	-2.77E-2	1E0	-6.82E-3
78	7.8E+1	******	******	******	******	30	-6.02E-4	1E0	-1.48E-4
79	7.9E+1	******	******	******	******	30	1.68E-2	1E0	4.13E-3
80	8E+1	******	******	******	******	30	5.8E-2	1E0	1.42E-2
81	8.1E+1	******	******	******	******	30	5.11E-2	1E0	1.26E-2
82	8.2E+1	******	******	******	******	30	6.53E-2	1E0	1.6E-2
83	8.3E+1	******	******	******	******	30	8.27E-2	1E0	2.03E-2
84	8.4E+1	******	******	******	******	30	6.77E-2	1E0	1.66E-2
85	8.5E+1	******	******	******	******	30	6.78E-2	1E0	1.67E-2
86	8.6E+1	******	******	******	******	30	5.55E-2	1E0	1.36E-2
87	8.7E+1	******	******	******	******	30	6.49E-2	1E0	1.6E-2
88	8.8E+1	******	******	******	******	30	4.62E-2	1E0	1.13E-2
89	8.9E+1	******	******	******	******	30	6.15E-2	1E0	1.51E-2
90	9E+1	******	******	******	******	30	6.45E-2	1E0	1.59E-2
91	9.1E+1	******	******	******	******	30	6.5E-2	1E0	1.6E-2
92	9.2E+1	******	******	******	******	30	5.21E-2	1E0	1.28E-2
93	9.3E+1	******	******	******	******	30	2.94E-2	1E0	7.21E-3
94	9.4E+1	******	******	******	******	30	5.8E-2	1E0	1.43E-2
95	9.5E+1	******	******	******	******	30	7.86E-2	1E0	1.93E-2
96	9.6E+1	******	******	******	******	30	4.61E-2	1E0	1.13E-2
97	9.7E+1	******	******	******	******	30	3.6E-2	1E0	8.84E-3
98	9.8E+1	******	******	******	******	30	5.4E-2	1E0	1.33E-2
99	9.9E+1	******	******	******	******	30	4.01E-2	1E0	9.85E-3
