Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1.02E-1	******	******	******	******	25	2.29E+1	3.37E-4	5.62E0
2	2.03E-1	******	******	******	******	25	2E+1	-4E-5	4.92E0
3	3.01E-1	******	******	******	******	25	1.66E+1	5.52E-5	4.08E0
4	4.02E-1	******	******	******	******	25	1.44E+1	1.5E-4	3.55E0
5	5E-1	******	******	******	******	25	1.29E+1	2.64E-4	3.17E0
6	6.02E-1	******	******	******	******	25	1.17E+1	7.1E-4	2.86E0
7	7.03E-1	******	******	******	******	25	1.07E+1	9.62E-4	2.62E0
8	8.01E-1	******	******	******	******	25	9.77E0	1.31E-3	2.4E0
9	9.02E-1	******	******	******	******	25	8.94E0	1.37E-3	2.2E0
10	1E0	******	******	******	******	25	8.26E0	1.12E-3	2.03E0
11	1.1E0	******	******	******	******	25	7.63E0	1.08E-3	1.88E0
12	1.2E0	******	******	******	******	25	7.1E0	8.56E-4	1.74E0
13	1.3E0	******	******	******	******	25	6.6E0	7.25E-4	1.62E0
14	1.4E0	******	******	******	******	25	6.1E0	8.08E-4	1.5E0
15	1.5E0	******	******	******	******	25	5.71E0	6.47E-4	1.4E0
16	1.6E0	******	******	******	******	25	5.33E0	5.84E-4	1.31E0
17	1.7E0	******	******	******	******	25	5E0	5.19E-4	1.23E0
18	1.8E0	******	******	******	******	25	4.71E0	4.76E-4	1.16E0
19	1.9E0	******	******	******	******	25	4.4E0	4.57E-4	1.08E0
20	2E0	******	******	******	******	25	4.15E0	3.64E-4	1.02E0
21	2.1E0	******	******	******	******	25	3.87E0	4.16E-4	9.51E-1
22	2.2E0	******	******	******	******	25	3.67E0	2.33E-4	9.02E-1
23	2.3E0	******	******	******	******	25	3.42E0	3.24E-4	8.41E-1
24	2.4E0	******	******	******	******	25	3.29E0	1.73E-4	8.09E-1
25	2.5E0	******	******	******	******	25	3.02E0	3.56E-4	7.43E-1
26	2.6E0	******	******	******	******	25	2.93E0	1.31E-4	7.2E-1
27	2.7E0	******	******	******	******	25	2.73E0	1.53E-4	6.72E-1
28	2.8E0	******	******	******	******	25	2.59E0	1.71E-4	6.37E-1
29	2.9E0	******	******	******	******	25	2.5E0	1.41E-4	6.14E-1
30	3E0	******	******	******	******	25	2.35E0	1.05E-4	5.76E-1
31	3.1E0	******	******	******	******	25	2.26E0	6.92E-5	5.55E-1
32	3.2E0	******	******	******	******	25	2.08E0	1.68E-4	5.1E-1
33	3.3E0	******	******	******	******	25	2E0	3.23E-5	4.92E-1
