Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E-1	******	******	******	******	15	-6.08E+1	-1.64E-3	-1.49E+1
2	2E-1	******	******	******	******	15	-5.33E+1	7.99E-4	-1.31E+1
3	3E-1	******	******	******	******	15	-4.86E+1	2.62E-4	-1.19E+1
4	4E-1	******	******	******	******	15	-5.04E+1	-2.45E-5	-1.24E+1
5	5E-1	******	******	******	******	15	-5.29E+1	9.03E-4	-1.3E+1
6	6E-1	******	******	******	******	15	-5.5E+1	-1.43E-4	-1.35E+1
7	7.01E-1	******	******	******	******	15	-5.42E+1	-3.52E-4	-1.33E+1
8	8.01E-1	******	******	******	******	15	-5.36E+1	-3.94E-4	-1.32E+1
9	9.01E-1	******	******	******	******	15	-5.29E+1	-3.33E-4	-1.3E+1
10	1E0	******	******	******	******	15	-5.23E+1	-4.27E-4	-1.29E+1
11	1.1E0	******	******	******	******	15	-5.18E+1	-4.2E-4	-1.27E+1
12	1.2E0	******	******	******	******	15	-5.12E+1	-4.64E-4	-1.26E+1
13	1.3E0	******	******	******	******	15	-5.08E+1	-3.4E-4	-1.25E+1
14	1.4E0	******	******	******	******	15	-5.03E+1	-3.42E-4	-1.24E+1
15	1.5E0	******	******	******	******	15	-4.99E+1	-3.72E-4	-1.23E+1
16	1.6E0	******	******	******	******	15	-4.95E+1	-3.83E-4	-1.22E+1
17	1.7E0	******	******	******	******	15	-4.9E+1	-3.88E-4	-1.21E+1
18	1.8E0	******	******	******	******	15	-4.86E+1	-3.4E-4	-1.19E+1
19	1.9E0	******	******	******	******	15	-4.83E+1	-3.42E-4	-1.19E+1
20	2E0	******	******	******	******	15	-4.79E+1	-3.15E-4	-1.18E+1
21	2.1E0	******	******	******	******	15	-4.75E+1	-3.3E-4	-1.17E+1
22	2.2E0	******	******	******	******	15	-4.72E+1	-3.34E-4	-1.16E+1
23	2.3E0	******	******	******	******	15	-4.68E+1	-2.86E-4	-1.15E+1
24	2.4E0	******	******	******	******	15	-4.66E+1	-2.19E-4	-1.14E+1
25	2.5E0	******	******	******	******	15	-4.62E+1	-1.81E-4	-1.14E+1
26	2.6E0	******	******	******	******	15	-4.59E+1	-3.68E-4	-1.13E+1
27	2.7E0	******	******	******	******	15	-4.56E+1	-2E-4	-1.12E+1
28	2.8E0	******	******	******	******	15	-4.53E+1	-2.46E-4	-1.11E+1
29	2.9E0	******	******	******	******	15	-4.5E+1	-2.59E-4	-1.11E+1
30	3E0	******	******	******	******	15	-4.47E+1	-2.76E-4	-1.1E+1
31	3.1E0	******	******	******	******	15	-4.45E+1	-1.74E-4	-1.09E+1
32	3.2E0	******	******	******	******	15	-4.42E+1	-2E-4	-1.09E+1
33	3.3E0	******	******	******	******	15	-4.39E+1	-2.51E-4	-1.08E+1
34	3.4E0	******	******	******	******	15	-4.37E+1	-1.91E-4	-1.07E+1
35	3.5E0	******	******	******	******	15	-4.34E+1	-2.27E-4	-1.07E+1
36	3.6E0	******	******	******	******	15	-4.31E+1	-2.28E-4	-1.06E+1
37	3.7E0	******	******	******	******	15	-4.29E+1	-1.63E-4	-1.05E+1
38	3.8E0	******	******	******	******	15	-4.26E+1	-2.72E-4	-1.05E+1
39	3.9E0	******	******	******	******	15	-4.24E+1	-1.11E-4	-1.04E+1
40	4E0	******	******	******	******	15	-4.21E+1	-1.63E-4	-1.04E+1
41	4.1E0	******	******	******	******	15	-4.19E+1	-2.49E-4	-1.03E+1
42	4.2E0	******	******	******	******	15	-4.17E+1	-1.06E-4	-1.02E+1
43	4.3E0	******	******	******	******	15	-4.15E+1	-1.71E-4	-1.02E+1
