Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E-1	******	******	******	******	10	-6.84E+2	-1.52E-2	-1.68E+2
2	1.99E-1	******	******	******	******	10	-6.56E+2	1.37E-5	-1.61E+2
3	2.99E-1	******	******	******	******	10	-6.41E+2	8.54E-7	-1.57E+2
4	4E-1	******	******	******	******	10	-6.3E+2	9.61E-7	-1.55E+2
5	5E-1	******	******	******	******	10	-6.22E+2	9.18E-6	-1.53E+2
6	6E-1	******	******	******	******	10	-6.15E+2	-1.18E-5	-1.51E+2
7	6.99E-1	******	******	******	******	10	-6.1E+2	4.72E-6	-1.5E+2
8	7.99E-1	******	******	******	******	10	-6.05E+2	-5.55E-6	-1.49E+2
9	9E-1	******	******	******	******	10	-6E+2	9.66E-6	-1.48E+2
10	1E0	******	******	******	******	10	-5.96E+2	-5.21E-6	-1.47E+2
11	1.1E0	******	******	******	******	10	-5.93E+2	1.18E-5	-1.46E+2
12	1.2E0	******	******	******	******	10	-5.89E+2	1.57E-5	-1.45E+2
13	1.3E0	******	******	******	******	10	-5.86E+2	1.57E-6	-1.44E+2
14	1.4E0	******	******	******	******	10	-5.83E+2	-2.06E-5	-1.43E+2
15	1.5E0	******	******	******	******	10	-5.8E+2	-1.09E-5	-1.43E+2
16	1.6E0	******	******	******	******	10	-5.78E+2	1.63E-5	-1.42E+2
17	1.7E0	******	******	******	******	10	-5.75E+2	-1.08E-5	-1.41E+2
18	1.8E0	******	******	******	******	10	-5.73E+2	-2.14E-5	-1.41E+2
19	1.9E0	******	******	******	******	10	-5.71E+2	-1.27E-5	-1.4E+2
20	2E0	******	******	******	******	10	-5.68E+2	-2.59E-5	-1.4E+2
21	2.1E0	******	******	******	******	10	-5.66E+2	1.4E-5	-1.39E+2
22	2.2E0	******	******	******	******	10	-5.64E+2	-5.37E-6	-1.39E+2
23	2.3E0	******	******	******	******	10	-5.63E+2	1.93E-5	-1.38E+2
24	2.4E0	******	******	******	******	10	-5.61E+2	-2.12E-5	-1.38E+2
25	2.5E0	******	******	******	******	10	-5.59E+2	-1.56E-5	-1.37E+2
26	2.6E0	******	******	******	******	10	-5.57E+2	-2.18E-5	-1.37E+2
27	2.7E0	******	******	******	******	10	-5.55E+2	-2.77E-5	-1.36E+2
28	2.8E0	******	******	******	******	10	-5.54E+2	1.22E-5	-1.36E+2
29	2.9E0	******	******	******	******	10	-5.52E+2	-7.07E-6	-1.36E+2
30	3E0	******	******	******	******	10	-5.51E+2	1.82E-5	-1.35E+2
31	3.1E0	******	******	******	******	10	-5.49E+2	-2.15E-5	-1.35E+2
32	3.2E0	******	******	******	******	10	-5.47E+2	-2.82E-5	-1.35E+2
33	3.3E0	******	******	******	******	10	-5.46E+2	7.47E-7	-1.34E+2
34	3.4E0	******	******	******	******	10	-5.44E+2	-2.48E-5	-1.34E+2
35	3.5E0	******	******	******	******	10	-5.43E+2	-2.72E-5	-1.33E+2
36	3.6E0	******	******	******	******	10	-5.42E+2	-3.02E-5	-1.33E+2
37	3.7E0	******	******	******	******	10	-5.4E+2	1.15E-6	-1.33E+2
38	3.8E0	******	******	******	******	10	-5.39E+2	-2.99E-5	-1.32E+2
39	3.9E0	******	******	******	******	10	-5.38E+2	8.33E-6	-1.32E+2
40	4E0	******	******	******	******	10	-5.36E+2	-1.56E-5	-1.32E+2
41	4.1E0	******	******	******	******	10	-5.35E+2	-3.18E-6	-1.31E+2
42	4.2E0	******	******	******	******	10	-5.34E+2	-2.86E-5	-1.31E+2
43	4.3E0	******	******	******	******	10	-5.33E+2	-1.07E-5	-1.31E+2
44	4.4E0	******	******	******	******	10	-5.31E+2	6.27E-6	-1.31E+2
45	4.5E0	******	******	******	******	10	-5.3E+2	-6.54E-6	-1.3E+2
46	4.6E0	******	******	******	******	10	-5.29E+2	2.86E-6	-1.3E+2
47	4.7E0	******	******	******	******	10	-5.28E+2	-3.84E-5	-1.3E+2
48	4.8E0	******	******	******	******	10	-5.27E+2	-2.01E-5	-1.29E+2
49	4.9E0	******	******	******	******	10	-5.26E+2	-1.69E-5	-1.29E+2
50	5E0	******	******	******	******	10	-5.25E+2	4.51E-6	-1.29E+2
51	5.1E0	******	******	******	******	10	-5.23E+2	-2.46E-5	-1.29E+2
52	5.2E0	******	******	******	******	10	-5.22E+2	-2.84E-5	-1.28E+2
53	5.3E0	******	******	******	******	10	-5.21E+2	-1.86E-5	-1.28E+2
54	5.4E0	******	******	******	******	10	-5.2E+2	-1.67E-5	-1.28E+2
55	5.5E0	******	******	******	******	10	-5.19E+2	-1.52E-5	-1.28E+2
56	5.6E0	******	******	******	******	10	-5.18E+2	-1.42E-5	-1.27E+2
57	5.7E0	******	******	******	******	10	-5.17E+2	-2.59E-5	-1.27E+2
58	5.8E0	******	******	******	******	10	-5.16E+2	-3.88E-5	-1.27E+2
59	5.9E0	******	******	******	******	10	-5.15E+2	-2.04E-5	-1.27E+2
60	6E0	******	******	******	******	10	-5.14E+2	-1.56E-5	-1.26E+2
61	6.1E0	******	******	******	******	10	-5.13E+2	-3.61E-5	-1.26E+2
62	6.2E0	******	******	******	******	10	-5.12E+2	-2.12E-5	-1.26E+2
63	6.3E0	******	******	******	******	10	-5.11E+2	-2.48E-5	-1.26E+2
64	6.4E0	******	******	******	******	10	-5.1E+2	-4.95E-5	-1.25E+2
65	6.5E0	******	******	******	******	10	-5.1E+2	-1.98E-5	-1.25E+2
66	6.6E0	******	******	******	******	10	-5.09E+2	-2.75E-5	-1.25E+2
67	6.7E0	******	******	******	******	10	-5.08E+2	-2.91E-5	-1.25E+2
68	6.8E0	******	******	******	******	10	-5.07E+2	1.87E-6	-1.25E+2
69	6.9E0	******	******	******	******	10	-5.06E+2	-2.03E-5	-1.24E+2
70	7E0	******	******	******	******	10	-5.05E+2	-1.98E-5	-1.24E+2
71	7.1E0	******	******	******	******	10	-5.04E+2	-1.69E-5	-1.24E+2
72	7.2E0	******	******	******	******	10	-5.03E+2	-2.67E-5	-1.24E+2
73	7.3E0	******	******	******	******	10	-5.02E+2	-2.03E-5	-1.23E+2
74	7.4E0	******	******	******	******	10	-5.02E+2	-1.13E-5	-1.23E+2
75	7.5E0	******	******	******	******	10	-5.01E+2	-6.72E-5	-1.23E+2
76	7.6E0	******	******	******	******	10	-5E+2	-2.32E-5	-1.23E+2
77	7.7E0	******	******	******	******	10	-4.99E+2	-2.36E-5	-1.23E+2
78	7.8E0	******	******	******	******	10	-4.98E+2	-4.98E-5	-1.22E+2
79	7.9E0	******	******	******	******	10	-4.97E+2	-7.71E-6	-1.22E+2
80	8E0	******	******	******	******	10	-4.97E+2	-5.42E-5	-1.22E+2
81	8.1E0	******	******	******	******	9.99	-4.96E+2	-4.19E-6	-1.22E+2
82	8.2E0	******	******	******	******	9.99	-4.95E+2	-2.49E-5	-1.22E+2
83	8.3E0	******	******	******	******	9.99	-4.94E+2	-2.68E-5	-1.21E+2
84	8.4E0	******	******	******	******	10	-4.93E+2	-7.3E-5	-1.21E+2
85	8.5E0	******	******	******	******	10	-4.93E+2	-1.37E-5	-1.21E+2
86	8.6E0	******	******	******	******	10	-4.92E+2	-3.79E-5	-1.21E+2
87	8.7E0	******	******	******	******	10	-4.91E+2	-2.43E-5	-1.21E+2
88	8.8E0	******	******	******	******	10	-4.9E+2	-3.18E-5	-1.2E+2
89	8.9E0	******	******	******	******	10	-4.9E+2	-1.64E-5	-1.2E+2
90	9E0	******	******	******	******	10	-4.89E+2	-2E-5	-1.2E+2
91	9.1E0	******	******	******	******	10	-4.88E+2	-1.84E-6	-1.2E+2
92	9.2E0	******	******	******	******	10	-4.87E+2	-1.68E-5	-1.2E+2
93	9.3E0	******	******	******	******	10	-4.86E+2	-2.02E-5	-1.2E+2
94	9.4E0	******	******	******	******	10	-4.86E+2	-8.62E-6	-1.19E+2
95	9.5E0	******	******	******	******	10	-4.85E+2	-6.97E-6	-1.19E+2
96	9.6E0	******	******	******	******	10	-4.84E+2	-2.47E-5	-1.19E+2
97	9.7E0	******	******	******	******	10	-4.84E+2	-1.37E-5	-1.19E+2
98	9.8E0	******	******	******	******	10	-4.83E+2	-2E-5	-1.19E+2
99	9.9E0	******	******	******	******	10	-4.82E+2	-1.89E-5	-1.18E+2
100	1E+1	******	******	******	******	10	-4.81E+2	-3.55E-5	-1.18E+2
