Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1.01E-1	******	******	******	******	10	-2.06E+2	-4.65E-3	-5.06E+1
2	2E-1	******	******	******	******	10	-1.97E+2	-1.3E-5	-4.85E+1
3	3E-1	******	******	******	******	10	-1.93E+2	7.61E-6	-4.75E+1
4	4E-1	******	******	******	******	10	-1.9E+2	1.19E-5	-4.67E+1
5	5E-1	******	******	******	******	10	-1.88E+2	-6.09E-6	-4.61E+1
6	6.01E-1	******	******	******	******	10	-1.86E+2	-2.22E-5	-4.56E+1
7	7.01E-1	******	******	******	******	10	-1.84E+2	3.53E-5	-4.52E+1
8	8.01E-1	******	******	******	******	10	-1.82E+2	-6.46E-6	-4.48E+1
9	9.01E-1	******	******	******	******	10	-1.81E+2	-2.95E-5	-4.45E+1
10	1E0	******	******	******	******	10	-1.8E+2	-1.1E-5	-4.42E+1
11	1.1E0	******	******	******	******	10	-1.79E+2	-2.34E-5	-4.39E+1
12	1.2E0	******	******	******	******	10	-1.78E+2	-3.13E-5	-4.37E+1
13	1.3E0	******	******	******	******	10	-1.77E+2	6.3E-6	-4.34E+1
14	1.4E0	******	******	******	******	10	-1.76E+2	-2.79E-5	-4.32E+1
15	1.5E0	******	******	******	******	10	-1.75E+2	-2.03E-5	-4.3E+1
16	1.6E0	******	******	******	******	10	-1.74E+2	3.89E-5	-4.28E+1
17	1.7E0	******	******	******	******	10	-1.74E+2	4.22E-5	-4.27E+1
18	1.8E0	******	******	******	******	10	-1.73E+2	-1.73E-5	-4.25E+1
19	1.9E0	******	******	******	******	10	-1.72E+2	3.1E-6	-4.23E+1
20	2E0	******	******	******	******	10	-1.72E+2	6.41E-6	-4.22E+1
21	2.1E0	******	******	******	******	10	-1.71E+2	4.69E-5	-4.2E+1
22	2.2E0	******	******	******	******	10	-1.7E+2	-1.9E-5	-4.18E+1
23	2.3E0	******	******	******	******	10	-1.7E+2	7.61E-6	-4.17E+1
24	2.4E0	******	******	******	******	10	-1.69E+2	-1.58E-5	-4.16E+1
25	2.5E0	******	******	******	******	10	-1.69E+2	-7.74E-7	-4.14E+1
26	2.6E0	******	******	******	******	10	-1.68E+2	2.24E-5	-4.13E+1
27	2.7E0	******	******	******	******	10	-1.68E+2	3.44E-5	-4.12E+1
28	2.8E0	******	******	******	******	10	-1.67E+2	7.23E-6	-4.11E+1
29	2.9E0	******	******	******	******	10	-1.67E+2	9.21E-6	-4.09E+1
30	3E0	******	******	******	******	10	-1.66E+2	3.43E-5	-4.08E+1
31	3.1E0	******	******	******	******	10	-1.66E+2	1.19E-5	-4.07E+1
32	3.2E0	******	******	******	******	10	-1.65E+2	2.4E-6	-4.06E+1
