Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E-1	******	******	******	******	25	4.55E+2	1E+1	1.12E+2
2	2E-1	******	******	******	******	25	3.82E+2	1E+1	9.38E+1
3	3E-1	******	******	******	******	25	3.33E+2	1E+1	8.19E+1
4	4E-1	******	******	******	******	25	2.96E+2	1E+1	7.28E+1
5	5E-1	******	******	******	******	25	2.66E+2	1E+1	6.53E+1
6	6E-1	******	******	******	******	25	2.41E+2	1E+1	5.92E+1
7	7.01E-1	******	******	******	******	25	2.2E+2	1E+1	5.4E+1
8	8.01E-1	******	******	******	******	25	2.02E+2	1E+1	4.95E+1
9	9.01E-1	******	******	******	******	25	1.85E+2	1E+1	4.56E+1
10	1E0	******	******	******	******	25	1.71E+2	1E+1	4.21E+1
11	1.1E0	******	******	******	******	25	1.59E+2	1E+1	3.9E+1
12	1.2E0	******	******	******	******	25	1.47E+2	1E+1	3.62E+1
13	1.3E0	******	******	******	******	25	1.37E+2	1E+1	3.37E+1
14	1.4E0	******	******	******	******	25	1.28E+2	1E+1	3.14E+1
15	1.5E0	******	******	******	******	25	1.19E+2	1E+1	2.94E+1
16	1.6E0	******	******	******	******	25	1.12E+2	1E+1	2.75E+1
17	1.7E0	******	******	******	******	25	1.05E+2	1E+1	2.57E+1
18	1.8E0	******	******	******	******	25	9.82E+1	1E+1	2.41E+1
19	1.9E0	******	******	******	******	25	9.23E+1	1E+1	2.27E+1
20	2E0	******	******	******	******	25	8.69E+1	1E+1	2.13E+1
21	2.1E0	******	******	******	******	25	8.19E+1	1E+1	2.01E+1
22	2.2E0	******	******	******	******	25	7.72E+1	1E+1	1.9E+1
23	2.3E0	******	******	******	******	25	7.28E+1	1E+1	1.79E+1
24	2.4E0	******	******	******	******	25	6.87E+1	1E+1	1.69E+1
25	2.5E0	******	******	******	******	25	6.53E+1	1E+1	1.6E+1
26	2.6E0	******	******	******	******	25	6.15E+1	1E+1	1.51E+1
27	2.7E0	******	******	******	******	25	5.83E+1	1E+1	1.43E+1
28	2.8E0	******	******	******	******	25	5.52E+1	1E+1	1.36E+1
29	2.9E0	******	******	******	******	25	5.23E+1	1E+1	1.28E+1
30	3E0	******	******	******	******	25	4.96E+1	1E+1	1.22E+1
31	3.1E0	******	******	******	******	25	4.7E+1	1E+1	1.16E+1
32	3.2E0	******	******	******	******	25	4.48E+1	1E+1	1.1E+1
33	3.3E0	******	******	******	******	25	4.25E+1	1E+1	1.04E+1
34	3.4E0	******	******	******	******	25	4.05E+1	1E+1	9.94E0
35	3.5E0	******	******	******	******	25	3.85E+1	1E+1	9.45E0
36	3.6E0	******	******	******	******	25	3.66E+1	1E+1	9E0
37	3.7E0	******	******	******	******	25	3.49E+1	1E+1	8.56E0
38	3.8E0	******	******	******	******	25	3.31E+1	1E+1	8.14E0
39	3.9E0	******	******	******	******	25	3.16E+1	1E+1	7.78E0
40	4E0	******	******	******	******	25	3.02E+1	1E+1	7.41E0
41	4.1E0	******	******	******	******	25	2.88E+1	1E+1	7.07E0
42	4.2E0	******	******	******	******	25	2.75E+1	1E+1	6.76E0
43	4.3E0	******	******	******	******	25	2.62E+1	1E+1	6.45E0
44	4.4E0	******	******	******	******	25	2.5E+1	1E+1	6.16E0
45	4.5E0	******	******	******	******	25	2.39E+1	1E+1	5.87E0
46	4.6E0	******	******	******	******	25	2.29E+1	1E+1	5.62E0
47	4.7E0	******	******	******	******	25	2.19E+1	1E+1	5.39E0
48	4.8E0	******	******	******	******	25	2.09E+1	1E+1	5.14E0
49	4.9E0	******	******	******	******	25	2E+1	1E+1	4.91E0
50	5E0	******	******	******	******	25	1.91E+1	1E+1	4.7E0
51	5.1E0	******	******	******	******	25	1.83E+1	1E+1	4.5E0
52	5.2E0	******	******	******	******	25	1.75E+1	1E+1	4.3E0
53	5.3E0	******	******	******	******	25	1.68E+1	1E+1	4.12E0
54	5.4E0	******	******	******	******	25	1.61E+1	1E+1	3.96E0
55	5.5E0	******	******	******	******	25	1.55E+1	1E+1	3.8E0
56	5.6E0	******	******	******	******	25	1.48E+1	1E+1	3.63E0
57	5.7E0	******	******	******	******	25	1.42E+1	1E+1	3.48E0
58	5.8E0	******	******	******	******	25	1.36E+1	1E+1	3.34E0
59	5.9E0	******	******	******	******	25	1.3E+1	1E+1	3.2E0
60	6E0	******	******	******	******	25	1.26E+1	1E+1	3.09E0
61	6.1E0	******	******	******	******	25	1.21E+1	1E+1	2.96E0
62	6.2E0	******	******	******	******	25	1.15E+1	1E+1	2.83E0
63	6.3E0	******	******	******	******	25	1.11E+1	1E+1	2.73E0
64	6.4E0	******	******	******	******	25	1.07E+1	1E+1	2.64E0
65	6.5E0	******	******	******	******	25	1.02E+1	1E+1	2.52E0
66	6.6E0	******	******	******	******	25	9.9E0	1E+1	2.43E0
67	6.7E0	******	******	******	******	25	9.56E0	1E+1	2.35E0
68	6.8E0	******	******	******	******	25	9.17E0	1E+1	2.25E0
69	6.9E0	******	******	******	******	25	8.85E0	1E+1	2.18E0
70	7E0	******	******	******	******	25	8.48E0	1E+1	2.08E0
71	7.1E0	******	******	******	******	25	8.21E0	1E+1	2.02E0
72	7.2E0	******	******	******	******	25	7.87E0	1E+1	1.93E0
73	7.3E0	******	******	******	******	25	7.58E0	1E+1	1.86E0
74	7.4E0	******	******	******	******	25	7.32E0	1E+1	1.8E0
75	7.5E0	******	******	******	******	25	7.03E0	1E+1	1.73E0
76	7.6E0	******	******	******	******	25	6.78E0	1E+1	1.67E0
77	7.7E0	******	******	******	******	25	6.55E0	1E+1	1.61E0
78	7.8E0	******	******	******	******	25	6.3E0	1E+1	1.55E0
79	7.9E0	******	******	******	******	25	6.02E0	1E+1	1.48E0
80	8E0	******	******	******	******	25	5.79E0	1E+1	1.42E0
81	8.1E0	******	******	******	******	25	5.66E0	1E+1	1.39E0
82	8.2E0	******	******	******	******	25	5.43E0	1E+1	1.33E0
83	8.3E0	******	******	******	******	25	5.19E0	1E+1	1.27E0
84	8.4E0	******	******	******	******	25	5.03E0	1E+1	1.24E0
85	8.5E0	******	******	******	******	25	4.86E0	1E+1	1.2E0
86	8.6E0	******	******	******	******	25	4.65E0	1E+1	1.14E0
87	8.7E0	******	******	******	******	25	4.48E0	1E+1	1.1E0
88	8.8E0	******	******	******	******	25	4.39E0	1E+1	1.08E0
89	8.9E0	******	******	******	******	25	4.25E0	1E+1	1.04E0
90	9E0	******	******	******	******	25	4.11E0	1E+1	1.01E0
91	9.1E0	******	******	******	******	25	3.93E0	1E+1	9.65E-1
92	9.2E0	******	******	******	******	25	3.8E0	1E+1	9.35E-1
93	9.3E0	******	******	******	******	25	3.66E0	1E+1	8.99E-1
94	9.4E0	******	******	******	******	25	3.58E0	1E+1	8.8E-1
95	9.5E0	******	******	******	******	25	3.43E0	1E+1	8.44E-1
96	9.6E0	******	******	******	******	25	3.34E0	1E+1	8.2E-1
97	9.7E0	******	******	******	******	25	3.26E0	1E+1	8.01E-1
98	9.8E0	******	******	******	******	25	3.14E0	1E+1	7.72E-1
99	9.9E0	******	******	******	******	25	3.04E0	1E+1	7.48E-1
100	1E+1	******	******	******	******	25	2.96E0	1E+1	7.27E-1
101	1.01E+1	******	******	******	******	25	2.9E0	1E+1	7.13E-1
102	1.02E+1	******	******	******	******	25	2.79E0	1E+1	6.86E-1
103	1.03E+1	******	******	******	******	25	2.72E0	1E+1	6.68E-1
104	1.04E+1	******	******	******	******	25	2.63E0	1E+1	6.47E-1
105	1.05E+1	******	******	******	******	25	2.59E0	1E+1	6.36E-1
106	1.06E+1	******	******	******	******	25	2.49E0	1E+1	6.12E-1
107	1.07E+1	******	******	******	******	25	2.4E0	1E+1	5.89E-1
108	1.08E+1	******	******	******	******	25	2.38E0	1E+1	5.84E-1
109	1.09E+1	******	******	******	******	25	2.2E0	1E+1	5.42E-1
110	1.1E+1	******	******	******	******	25	2.2E0	1E+1	5.4E-1
111	1.11E+1	******	******	******	******	25	2.14E0	1E+1	5.27E-1
112	1.12E+1	******	******	******	******	25	2.07E0	1E+1	5.09E-1
