Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1.02E-1	******	******	******	******	25	4.6E+1	1E0	1.13E+1
2	2.03E-1	******	******	******	******	25	3.72E+1	9.99E-1	9.13E0
3	3.01E-1	******	******	******	******	25	3.45E+1	1E0	8.48E0
4	4.02E-1	******	******	******	******	25	2.98E+1	1E0	7.33E0
5	5E-1	******	******	******	******	25	2.68E+1	1E0	6.57E0
6	6.02E-1	******	******	******	******	25	2.43E+1	1E0	5.97E0
7	7.03E-1	******	******	******	******	25	2.21E+1	1E0	5.42E0
8	8.01E-1	******	******	******	******	25	2.02E+1	1E0	4.97E0
9	9.02E-1	******	******	******	******	25	1.86E+1	1E0	4.58E0
10	1E0	******	******	******	******	25	1.72E+1	1E0	4.23E0
11	1.1E0	******	******	******	******	25	1.6E+1	1E0	3.93E0
12	1.2E0	******	******	******	******	25	1.48E+1	1E0	3.64E0
13	1.3E0	******	******	******	******	25	1.38E+1	1E0	3.4E0
14	1.4E0	******	******	******	******	25	1.29E+1	1E0	3.16E0
15	1.5E0	******	******	******	******	25	1.2E+1	1E0	2.95E0
16	1.6E0	******	******	******	******	25	1.12E+1	1E0	2.75E0
17	1.7E0	******	******	******	******	25	1.05E+1	1E0	2.58E0
18	1.8E0	******	******	******	******	25	9.89E0	1E0	2.43E0
19	1.9E0	******	******	******	******	25	9.25E0	1E0	2.27E0
20	2E0	******	******	******	******	25	8.72E0	1E0	2.14E0
21	2.1E0	******	******	******	******	25	8.21E0	1E0	2.02E0
22	2.2E0	******	******	******	******	25	7.74E0	1E0	1.9E0
23	2.3E0	******	******	******	******	25	7.33E0	1E0	1.8E0
24	2.4E0	******	******	******	******	25	6.9E0	1E0	1.7E0
25	2.5E0	******	******	******	******	25	6.56E0	1E0	1.61E0
26	2.6E0	******	******	******	******	25	6.17E0	1E0	1.52E0
27	2.7E0	******	******	******	******	25	5.92E0	1E0	1.45E0
28	2.8E0	******	******	******	******	25	5.55E0	1E0	1.36E0
29	2.9E0	******	******	******	******	25	5.25E0	1E0	1.29E0
30	3E0	******	******	******	******	25	5.03E0	1E0	1.23E0
31	3.1E0	******	******	******	******	25	4.79E0	1E0	1.18E0
32	3.2E0	******	******	******	******	25	4.52E0	1E0	1.11E0
33	3.3E0	******	******	******	******	25	4.3E0	1E0	1.06E0
34	3.4E0	******	******	******	******	25	4.1E0	1E0	1.01E0
35	3.5E0	******	******	******	******	25	3.89E0	1E0	9.56E-1
36	3.6E0	******	******	******	******	25	3.71E0	1E0	9.11E-1
37	3.7E0	******	******	******	******	25	3.56E0	1E0	8.74E-1
38	3.8E0	******	******	******	******	25	3.36E0	1E0	8.25E-1
39	3.9E0	******	******	******	******	25	3.2E0	1E0	7.87E-1
40	4E0	******	******	******	******	25	3.06E0	1E0	7.51E-1
41	4.1E0	******	******	******	******	25	2.95E0	1E0	7.24E-1
42	4.2E0	******	******	******	******	25	2.77E0	1E0	6.81E-1
43	4.3E0	******	******	******	******	25	2.67E0	1E0	6.57E-1
44	4.4E0	******	******	******	******	25	2.52E0	1E0	6.18E-1
45	4.5E0	******	******	******	******	25	2.45E0	1E0	6.03E-1
46	4.6E0	******	******	******	******	25	2.32E0	1E0	5.69E-1
47	4.7E0	******	******	******	******	25	2.24E0	1E0	5.5E-1
48	4.8E0	******	******	******	******	25	2.16E0	1E0	5.32E-1
49	4.9E0	******	******	******	******	25	2.02E0	1E0	4.95E-1
50	5E0	******	******	******	******	25	1.99E0	1E0	4.88E-1
51	5.1E0	******	******	******	******	25	1.87E0	1E0	4.59E-1
52	5.2E0	******	******	******	******	25	1.83E0	1E0	4.49E-1
53	5.3E0	******	******	******	******	25	1.69E0	1E0	4.16E-1
54	5.4E0	******	******	******	******	25	1.63E0	1E0	4E-1
55	5.5E0	******	******	******	******	25	1.59E0	1E0	3.91E-1
56	5.6E0	******	******	******	******	25	1.45E0	1E0	3.57E-1
57	5.7E0	******	******	******	******	25	1.47E0	1E0	3.62E-1
58	5.8E0	******	******	******	******	25	1.37E0	1E0	3.36E-1
59	5.9E0	******	******	******	******	25	1.32E0	1E0	3.24E-1
60	6E0	******	******	******	******	25	1.26E0	1E0	3.09E-1
61	6.1E0	******	******	******	******	25	1.26E0	1E0	3.09E-1
62	6.2E0	******	******	******	******	25	1.13E0	1E0	2.78E-1
63	6.3E0	******	******	******	******	25	1.15E0	1E0	2.83E-1
64	6.4E0	******	******	******	******	25	1.08E0	1E0	2.67E-1
65	6.5E0	******	******	******	******	25	1.03E0	1E0	2.54E-1
66	6.6E0	******	******	******	******	25	9.74E-1	1E0	2.39E-1
67	6.7E0	******	******	******	******	25	9.68E-1	1E0	2.38E-1
68	6.8E0	******	******	******	******	25	9.01E-1	1E0	2.21E-1
69	6.9E0	******	******	******	******	25	9.09E-1	1E0	2.23E-1
70	7E0	******	******	******	******	25	8.26E-1	1E0	2.03E-1
71	7.1E0	******	******	******	******	25	8.01E-1	1E0	1.97E-1
72	7.2E0	******	******	******	******	25	7.88E-1	1E0	1.94E-1
73	7.3E0	******	******	******	******	25	7.31E-1	1E0	1.8E-1
74	7.4E0	******	******	******	******	25	7.26E-1	1E0	1.78E-1
75	7.5E0	******	******	******	******	25	6.99E-1	1E0	1.72E-1
76	7.6E0	******	******	******	******	25	6.65E-1	1E0	1.63E-1
77	7.7E0	******	******	******	******	25	6.31E-1	1E0	1.55E-1
78	7.8E0	******	******	******	******	25	6.17E-1	1E0	1.52E-1
79	7.9E0	******	******	******	******	25	5.91E-1	1E0	1.45E-1
80	8E0	******	******	******	******	25	6.03E-1	1E0	1.48E-1
81	8.1E0	******	******	******	******	25	5.56E-1	1E0	1.37E-1
82	8.2E0	******	******	******	******	25	5.22E-1	1E0	1.28E-1
83	8.3E0	******	******	******	******	25	4.74E-1	1E0	1.16E-1
84	8.4E0	******	******	******	******	25	5.08E-1	1E0	1.25E-1
85	8.5E0	******	******	******	******	25	4.96E-1	1E0	1.22E-1
86	8.6E0	******	******	******	******	25	4.5E-1	1E0	1.11E-1
87	8.7E0	******	******	******	******	25	4.31E-1	1E0	1.06E-1
88	8.8E0	******	******	******	******	25	4.47E-1	1E0	1.1E-1
89	8.9E0	******	******	******	******	25	3.93E-1	1E0	9.65E-2
90	9E0	******	******	******	******	25	3.78E-1	1E0	9.28E-2
91	9.1E0	******	******	******	******	25	3.37E-1	1E0	8.27E-2
92	9.2E0	******	******	******	******	25	3.76E-1	1E0	9.24E-2
93	9.3E0	******	******	******	******	25	3.57E-1	1E0	8.77E-2
94	9.4E0	******	******	******	******	25	2.81E-1	1E0	6.91E-2
95	9.5E0	******	******	******	******	25	2.87E-1	1E0	7.05E-2
96	9.6E0	******	******	******	******	25	3.29E-1	1E0	8.08E-2
97	9.7E0	******	******	******	******	25	2.93E-1	1E0	7.19E-2
98	9.8E0	******	******	******	******	25	2.81E-1	1E0	6.92E-2
99	9.9E0	******	******	******	******	25	2.6E-1	1E0	6.4E-2
100	1E+1	******	******	******	******	25	2.66E-1	1E0	6.54E-2
101	1.01E+1	******	******	******	******	25	2.3E-1	1E0	5.65E-2
102	1.02E+1	******	******	******	******	25	2.4E-1	1E0	5.9E-2
103	1.03E+1	******	******	******	******	25	2.31E-1	1E0	5.67E-2
104	1.04E+1	******	******	******	******	25	2.19E-1	1E0	5.39E-2
105	1.05E+1	******	******	******	******	25	2.23E-1	1E0	5.48E-2
106	1.06E+1	******	******	******	******	25	1.92E-1	1E0	4.71E-2
107	1.07E+1	******	******	******	******	25	2.22E-1	1E0	5.47E-2
108	1.08E+1	******	******	******	******	25	1.88E-1	1E0	4.61E-2
109	1.09E+1	******	******	******	******	25	1.96E-1	1E0	4.81E-2
110	1.1E+1	******	******	******	******	25	1.71E-1	1E0	4.19E-2
111	1.11E+1	******	******	******	******	25	1.53E-1	1E0	3.76E-2
112	1.12E+1	******	******	******	******	25	1.71E-1	1E0	4.2E-2
113	1.13E+1	******	******	******	******	25	1.36E-1	1E0	3.34E-2
114	1.14E+1	******	******	******	******	25	1.69E-1	1E0	4.16E-2
115	1.15E+1	******	******	******	******	25	1.26E-1	1E0	3.11E-2
116	1.16E+1	******	******	******	******	25	1.72E-1	1E0	4.24E-2
117	1.17E+1	******	******	******	******	25	1.25E-1	1E0	3.08E-2
118	1.18E+1	******	******	******	******	25	1.22E-1	1E0	3E-2
119	1.19E+1	******	******	******	******	25	1.57E-1	1E0	3.86E-2
120	1.2E+1	******	******	******	******	25	1.27E-1	1E0	3.13E-2
121	1.21E+1	******	******	******	******	25	1.74E-1	1E0	4.27E-2
122	1.22E+1	******	******	******	******	25	1.14E-1	1E0	2.8E-2
123	1.23E+1	******	******	******	******	25	1.4E-1	1E0	3.44E-2
124	1.24E+1	******	******	******	******	25	1.38E-1	1E0	3.4E-2
125	1.25E+1	******	******	******	******	25	2.05E-1	1E0	5.03E-2
126	1.26E+1	******	******	******	******	25	1.28E-1	1E0	3.15E-2
127	1.27E+1	******	******	******	******	25	9.89E-2	1E0	2.43E-2
