Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E-1	******	******	******	******	15	-1.84E+2	-4.32E-3	-4.53E+1
2	2E-1	******	******	******	******	15	-1.75E+2	7.53E-6	-4.3E+1
3	3E-1	******	******	******	******	15	-1.7E+2	1.65E-5	-4.18E+1
4	4E-1	******	******	******	******	15	-1.66E+2	-2.99E-5	-4.08E+1
5	5E-1	******	******	******	******	15	-1.63E+2	2.08E-5	-4.01E+1
6	6E-1	******	******	******	******	15	-1.61E+2	-1.41E-6	-3.95E+1
7	7.01E-1	******	******	******	******	15	-1.58E+2	-2.55E-5	-3.89E+1
8	8.01E-1	******	******	******	******	15	-1.56E+2	1.45E-5	-3.84E+1
9	9.01E-1	******	******	******	******	15	-1.54E+2	-7.01E-5	-3.79E+1
10	1E0	******	******	******	******	15	-1.53E+2	-1.31E-5	-3.75E+1
11	1.1E0	******	******	******	******	15	-1.51E+2	-2.61E-5	-3.71E+1
12	1.2E0	******	******	******	******	15	-1.5E+2	1.07E-5	-3.68E+1
13	1.3E0	******	******	******	******	15	-1.48E+2	-2.36E-5	-3.64E+1
14	1.4E0	******	******	******	******	15	-1.47E+2	-2.41E-5	-3.61E+1
15	1.5E0	******	******	******	******	15	-1.46E+2	-1.52E-5	-3.58E+1
16	1.6E0	******	******	******	******	15	-1.44E+2	-2.54E-6	-3.55E+1
17	1.7E0	******	******	******	******	15	-1.43E+2	4.09E-5	-3.52E+1
18	1.8E0	******	******	******	******	15	-1.42E+2	-4.74E-5	-3.49E+1
19	1.9E0	******	******	******	******	15	-1.41E+2	-8.49E-6	-3.46E+1
20	2E0	******	******	******	******	15	-1.4E+2	-2.65E-5	-3.43E+1
21	2.1E0	******	******	******	******	15	-1.39E+2	4.6E-5	-3.41E+1
22	2.2E0	******	******	******	******	15	-1.38E+2	-3.88E-5	-3.38E+1
23	2.3E0	******	******	******	******	15	-1.37E+2	-2.87E-5	-3.36E+1
24	2.4E0	******	******	******	******	15	-1.36E+2	-4.7E-5	-3.33E+1
25	2.5E0	******	******	******	******	15	-1.35E+2	-6.33E-5	-3.31E+1
26	2.6E0	******	******	******	******	15	-1.34E+2	-1.22E-5	-3.29E+1
27	2.7E0	******	******	******	******	15	-1.33E+2	-8.74E-5	-3.26E+1
28	2.8E0	******	******	******	******	15	-1.32E+2	-9.34E-6	-3.25E+1
29	2.9E0	******	******	******	******	15	-1.31E+2	-3.77E-5	-3.22E+1
30	3E0	******	******	******	******	15	-1.3E+2	-6.01E-5	-3.2E+1
31	3.1E0	******	******	******	******	15	-1.3E+2	1.57E-5	-3.18E+1
32	3.2E0	******	******	******	******	15	-1.29E+2	-1.42E-5	-3.16E+1
33	3.3E0	******	******	******	******	15	-1.28E+2	-1.03E-5	-3.14E+1
34	3.4E0	******	******	******	******	15	-1.27E+2	-6.05E-5	-3.12E+1
35	3.5E0	******	******	******	******	15	-1.26E+2	3.16E-5	-3.11E+1
36	3.6E0	******	******	******	******	15	-1.26E+2	-4.11E-5	-3.09E+1
37	3.7E0	******	******	******	******	15	-1.25E+2	-8.44E-6	-3.07E+1
38	3.8E0	******	******	******	******	15	-1.24E+2	-3.4E-5	-3.05E+1
39	3.9E0	******	******	******	******	15	-1.23E+2	1.12E-5	-3.03E+1
40	4E0	******	******	******	******	15	-1.23E+2	-4.63E-5	-3.02E+1
41	4.1E0	******	******	******	******	15	-1.22E+2	-2.24E-5	-3E+1
42	4.2E0	******	******	******	******	15	-1.21E+2	8.6E-6	-2.98E+1
43	4.3E0	******	******	******	******	15	-1.21E+2	-4.51E-6	-2.97E+1
44	4.4E0	******	******	******	******	15	-1.2E+2	-2.21E-5	-2.95E+1
45	4.5E0	******	******	******	******	15	-1.19E+2	2.83E-5	-2.93E+1
46	4.6E0	******	******	******	******	15	-1.19E+2	1.67E-5	-2.92E+1
47	4.7E0	******	******	******	******	15	-1.18E+2	-1.39E-5	-2.9E+1
48	4.8E0	******	******	******	******	15	-1.17E+2	1.71E-6	-2.89E+1
49	4.9E0	******	******	******	******	15	-1.17E+2	8.29E-5	-2.87E+1
50	5E0	******	******	******	******	15	-1.16E+2	-1.97E-5	-2.86E+1
51	5.1E0	******	******	******	******	15	-1.16E+2	-2.06E-5	-2.84E+1
52	5.2E0	******	******	******	******	15	-1.15E+2	4.34E-5	-2.83E+1
53	5.3E0	******	******	******	******	15	-1.14E+2	-2.67E-7	-2.81E+1
54	5.4E0	******	******	******	******	15	-1.14E+2	-2.14E-5	-2.8E+1
55	5.5E0	******	******	******	******	15	-1.13E+2	1.95E-5	-2.78E+1
56	5.6E0	******	******	******	******	15	-1.13E+2	5.22E-5	-2.77E+1
