Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
60	6E0	******	******	******	******	25	2.68E-2	-3.44E-5	6.58E-3
61	6.1E0	******	******	******	******	25	3.27E-2	-2.18E-5	8.04E-3
62	6.2E0	******	******	******	******	25	6.71E-2	-3.49E-5	1.65E-2
63	6.3E0	******	******	******	******	25	3.3E-2	-2.38E-5	8.1E-3
64	6.4E0	******	******	******	******	25	5.04E-2	4.64E-5	1.24E-2
65	6.5E0	******	******	******	******	25	2.16E-2	3.74E-6	5.31E-3
66	6.6E0	******	******	******	******	25	-2.02E-2	8.56E-5	-4.98E-3
67	6.7E0	******	******	******	******	25	2.64E-2	2.28E-5	6.5E-3
68	6.8E0	******	******	******	******	25	-1.66E-2	1.02E-4	-4.09E-3
69	6.9E0	******	******	******	******	25	-5.08E-2	1.04E-4	-1.25E-2
70	7E0	******	******	******	******	25	7.22E-5	6.67E-5	1.77E-5
71	7.1E0	******	******	******	******	25	-7.56E-5	1.69E-5	-1.86E-5
72	7.2E0	******	******	******	******	25	-6.92E-2	7.38E-5	-1.7E-2
73	7.3E0	******	******	******	******	25	-7.95E-2	1.64E-4	-1.95E-2
74	7.4E0	******	******	******	******	25	-3.33E-2	5.29E-6	-8.18E-3
75	7.5E0	******	******	******	******	25	-5.9E-2	9.12E-5	-1.45E-2
76	7.6E0	******	******	******	******	25	-3.35E-2	1.93E-5	-8.24E-3
77	7.7E0	******	******	******	******	25	-6.16E-2	3.11E-5	-1.51E-2
78	7.8E0	******	******	******	******	25	-3.8E-2	1.07E-5	-9.34E-3
79	7.9E0	******	******	******	******	25	-4.9E-2	-2.5E-5	-1.21E-2
80	8E0	******	******	******	******	25	-3.22E-2	2.21E-5	-7.91E-3
81	8.1E0	******	******	******	******	25	-2.57E-2	-6.31E-5	-6.31E-3
82	8.2E0	******	******	******	******	25	-1.42E-2	-1.06E-5	-3.49E-3
83	8.3E0	******	******	******	******	25	1.12E-2	-8.57E-5	2.76E-3
84	8.4E0	******	******	******	******	25	2.8E-2	-1.13E-4	6.89E-3
85	8.5E0	******	******	******	******	25	2.15E-2	-1.09E-4	5.29E-3
86	8.6E0	******	******	******	******	25	2.09E-2	-5.83E-5	5.14E-3
87	8.7E0	******	******	******	******	25	3.19E-2	-1.02E-4	7.85E-3
88	8.8E0	******	******	******	******	25	7.47E-2	-1.37E-4	1.84E-2
89	8.9E0	******	******	******	******	25	1.62E-2	-3.42E-5	3.97E-3
90	9E0	******	******	******	******	25	9.88E-2	-1.53E-4	2.43E-2
91	9.1E0	******	******	******	******	25	7.1E-2	-1.18E-4	1.74E-2
92	9.2E0	******	******	******	******	25	6.8E-2	-1.15E-4	1.67E-2
93	9.3E0	******	******	******	******	25	2.06E-2	-7.9E-6	5.06E-3
94	9.4E0	******	******	******	******	25	1.06E-1	-9.83E-5	2.61E-2
95	9.5E0	******	******	******	******	25	4.4E-2	-5.23E-5	1.08E-2
96	9.6E0	******	******	******	******	25	5.35E-2	5.61E-6	1.32E-2
97	9.7E0	******	******	******	******	25	7.16E-2	4.16E-6	1.76E-2
98	9.8E0	******	******	******	******	25	9.27E-2	-5.37E-5	2.28E-2
99	9.9E0	******	******	******	******	25	5.71E-2	-9.82E-6	1.4E-2
100	1E+1	******	******	******	******	25	4.55E-2	8.45E-5	1.12E-2
