Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E-1	******	******	******	******	25	3.02E0	-3.11E-4	7.42E-1
2	2E-1	******	******	******	******	25	-2.41E0	3.81E-4	-5.92E-1
3	3E-1	******	******	******	******	25	-1.9E-2	-1.08E-4	-4.67E-3
4	4E-1	******	******	******	******	25	-1.12E-1	-4.23E-4	-2.74E-2
5	5E-1	******	******	******	******	25	6.09E-2	7.48E-5	1.5E-2
6	6E-1	******	******	******	******	25	4.81E-2	1.13E-4	1.18E-2
7	7.01E-1	******	******	******	******	25	8.28E-2	-3.86E-5	2.04E-2
8	8.01E-1	******	******	******	******	25	2.03E-2	6.79E-5	5E-3
9	9.01E-1	******	******	******	******	25	5.83E-2	1.92E-6	1.43E-2
10	1E0	******	******	******	******	25	1.74E-2	3.78E-5	4.28E-3
11	1.1E0	******	******	******	******	25	6.43E-2	1.88E-5	1.58E-2
12	1.2E0	******	******	******	******	25	8.12E-2	-9.28E-5	2E-2
13	1.3E0	******	******	******	******	25	4.27E-2	1.7E-5	1.05E-2
14	1.4E0	******	******	******	******	25	1.04E-1	-1.45E-4	2.56E-2
15	1.5E0	******	******	******	******	25	5.61E-2	1.22E-5	1.38E-2
16	1.6E0	******	******	******	******	25	1.1E-1	-1.29E-4	2.7E-2
17	1.7E0	******	******	******	******	25	6.48E-2	-8.05E-5	1.59E-2
18	1.8E0	******	******	******	******	25	8.98E-2	-4.49E-5	2.21E-2
19	1.9E0	******	******	******	******	25	8.01E-2	-1.23E-4	1.97E-2
20	2E0	******	******	******	******	25	9.45E-2	-1.22E-4	2.32E-2
21	2.1E0	******	******	******	******	25	9.14E-2	-6.96E-5	2.25E-2
22	2.2E0	******	******	******	******	25	1.21E-1	-1.1E-4	2.98E-2
23	2.3E0	******	******	******	******	25	1.28E-1	-7.36E-5	3.15E-2
24	2.4E0	******	******	******	******	25	7.63E-2	-3.25E-5	1.87E-2
25	2.5E0	******	******	******	******	25	1.12E-1	-1.2E-4	2.76E-2
26	2.6E0	******	******	******	******	25	6.49E-2	1.15E-5	1.6E-2
27	2.7E0	******	******	******	******	25	7.79E-2	-5.26E-5	1.91E-2
28	2.8E0	******	******	******	******	25	6.97E-2	-1.61E-5	1.71E-2
29	2.9E0	******	******	******	******	25	8.2E-2	1.01E-5	2.02E-2
30	3E0	******	******	******	******	25	8.33E-2	2.42E-5	2.05E-2
31	3.1E0	******	******	******	******	25	3.72E-2	3.13E-5	9.15E-3
32	3.2E0	******	******	******	******	25	3.21E-2	4.8E-5	7.88E-3
33	3.3E0	******	******	******	******	25	3.24E-2	8.02E-5	7.96E-3
34	3.4E0	******	******	******	******	25	3.44E-2	3.02E-5	8.46E-3
35	3.5E0	******	******	******	******	25	5.02E-3	4.98E-5	1.23E-3
36	3.6E0	******	******	******	******	25	-1.93E-3	1.18E-4	-4.75E-4
37	3.7E0	******	******	******	******	25	5.34E-2	2.98E-5	1.31E-2
38	3.8E0	******	******	******	******	25	-9.54E-3	2.91E-5	-2.34E-3
39	3.9E0	******	******	******	******	25	-4.03E-2	1.66E-4	-9.91E-3
40	4E0	******	******	******	******	25	-2.33E-2	9.48E-5	-5.73E-3
41	4.1E0	******	******	******	******	25	2.69E-2	-7.13E-5	6.6E-3
42	4.2E0	******	******	******	******	25	-1.36E-2	7.44E-5	-3.34E-3
43	4.3E0	******	******	******	******	25	3.68E-3	5.95E-5	9.05E-4
44	4.4E0	******	******	******	******	25	-4.29E-3	-3.49E-5	-1.05E-3
45	4.5E0	******	******	******	******	25	-3.12E-2	4.76E-5	-7.67E-3
46	4.6E0	******	******	******	******	25	2.9E-2	-3.74E-5	7.14E-3
47	4.7E0	******	******	******	******	25	-2.59E-2	-3.91E-5	-6.37E-3
48	4.8E0	******	******	******	******	25	3.93E-2	-3.83E-5	9.65E-3
49	4.9E0	******	******	******	******	25	-5.42E-3	-4.24E-5	-1.33E-3
50	5E0	******	******	******	******	25	3.71E-2	-1.02E-4	9.11E-3
51	5.1E0	******	******	******	******	25	8.46E-3	-5.25E-5	2.08E-3
52	5.2E0	******	******	******	******	25	9.65E-4	-7.21E-5	2.37E-4
53	5.3E0	******	******	******	******	25	4.94E-2	-9.82E-5	1.21E-2
54	5.4E0	******	******	******	******	25	3.57E-2	-1.29E-4	8.78E-3
55	5.5E0	******	******	******	******	25	1.71E-2	-7.64E-5	4.2E-3
56	5.6E0	******	******	******	******	25	5.85E-2	-8.48E-5	1.44E-2
57	5.7E0	******	******	******	******	25	8.69E-2	-1.55E-4	2.13E-2
58	5.8E0	******	******	******	******	25	5.18E-2	-7.79E-5	1.27E-2
59	5.9E0	******	******	******	******	25	3.32E-2	-5.83E-5	8.15E-3
