Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E0	******	******	******	******	30	1.62E-2	-1.39E-5	3.97E-3
2	2E0	******	******	******	******	30	1.3E-3	-1.64E-5	3.21E-4
3	3E0	******	******	******	******	30	2.41E-2	-2.47E-5	5.91E-3
4	4E0	******	******	******	******	30	4.53E-2	3.12E-6	1.11E-2
5	5E0	******	******	******	******	30	5.68E-2	-2.66E-5	1.4E-2
6	6E0	******	******	******	******	30	4.34E-2	-6.25E-6	1.07E-2
7	7E0	******	******	******	******	30	3.01E-2	-4.03E-6	7.39E-3
8	8E0	******	******	******	******	30	4.17E-2	-1.25E-5	1.02E-2
9	9E0	******	******	******	******	30	4.91E-2	1.82E-7	1.21E-2
10	1E+1	******	******	******	******	30	8E-3	7.37E-6	1.97E-3
11	1.1E+1	******	******	******	******	30	-4.82E-2	2.69E-6	-1.18E-2
12	1.2E+1	******	******	******	******	30	-4.86E-2	2.59E-6	-1.19E-2
13	1.3E+1	******	******	******	******	30	-9.1E-2	7.74E-6	-2.24E-2
14	1.4E+1	******	******	******	******	30	-7.46E-2	-1.74E-5	-1.83E-2
15	1.5E+1	******	******	******	******	30	3.85E-3	-5.99E-6	9.47E-4
16	1.6E+1	******	******	******	******	30	3.52E-2	-4.53E-6	8.66E-3
17	1.7E+1	******	******	******	******	30	7.65E-2	-1.29E-5	1.88E-2
18	1.8E+1	******	******	******	******	30	8.93E-2	-4.92E-6	2.19E-2
19	1.9E+1	******	******	******	******	30	7.74E-2	-5.08E-6	1.9E-2
20	2E+1	******	******	******	******	30	6.9E-2	-2.18E-5	1.69E-2
21	2.1E+1	******	******	******	******	30	4.72E-2	-1.52E-5	1.16E-2
22	2.2E+1	******	******	******	******	30	-2.38E-2	8.27E-6	-5.86E-3
23	2.3E+1	******	******	******	******	30	-1.29E-2	-2.89E-5	-3.17E-3
24	2.4E+1	******	******	******	******	30	7.12E-3	5.96E-6	1.75E-3
25	2.5E+1	******	******	******	******	30	1.37E-2	-1.95E-5	3.35E-3
26	2.6E+1	******	******	******	******	30	2.79E-2	-4.7E-7	6.85E-3
27	2.7E+1	******	******	******	******	30	4.09E-2	-1.1E-5	1.01E-2
28	2.8E+1	******	******	******	******	30	4.99E-2	-5.17E-6	1.23E-2
29	2.9E+1	******	******	******	******	30	3.73E-2	1.11E-5	9.15E-3
30	3E+1	******	******	******	******	30	2.83E-2	-1.37E-5	6.95E-3
