Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
91	9.1E0	******	******	******	******	20	1.41E-1	3E-5	3.45E-2
92	9.2E0	******	******	******	******	20	1.19E-1	1.12E-4	2.92E-2
93	9.3E0	******	******	******	******	20	1.41E-1	1.03E-4	3.45E-2
94	9.4E0	******	******	******	******	20	1.06E-1	5.62E-5	2.61E-2
95	9.5E0	******	******	******	******	20	8.36E-2	1.27E-4	2.05E-2
96	9.6E0	******	******	******	******	20	1.49E-1	9.82E-5	3.67E-2
97	9.7E0	******	******	******	******	20	1.45E-1	8.62E-6	3.57E-2
98	9.8E0	******	******	******	******	20	1.05E-1	6.75E-5	2.58E-2
99	9.9E0	******	******	******	******	20	1.43E-1	-5.61E-5	3.5E-2
100	1E+1	******	******	******	******	20	1.34E-1	-2.66E-5	3.3E-2
