Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E-1	******	******	******	******	20	-4.96E0	-1.71E-5	-1.22E0
2	2E-1	******	******	******	******	20	3.08E0	-2.48E-4	7.57E-1
3	3E-1	******	******	******	******	20	1.61E0	-6.21E-4	3.97E-1
4	4E-1	******	******	******	******	20	7.55E-3	-8.87E-5	1.86E-3
5	5E-1	******	******	******	******	20	-2.84E-2	-6.95E-5	-6.97E-3
6	6E-1	******	******	******	******	20	3.1E-2	-9.63E-6	7.61E-3
7	7.01E-1	******	******	******	******	20	6.29E-2	-1.54E-4	1.55E-2
8	8.01E-1	******	******	******	******	20	2.23E-2	4.47E-5	5.48E-3
9	9.01E-1	******	******	******	******	20	1.91E-2	4.04E-5	4.69E-3
10	1E0	******	******	******	******	20	-6.42E-3	4.47E-5	-1.58E-3
11	1.1E0	******	******	******	******	20	4.73E-2	-6.75E-5	1.16E-2
12	1.2E0	******	******	******	******	20	8.79E-3	1.61E-4	2.16E-3
13	1.3E0	******	******	******	******	20	3.01E-2	2.31E-5	7.4E-3
14	1.4E0	******	******	******	******	20	-1.86E-2	7.65E-5	-4.57E-3
15	1.5E0	******	******	******	******	20	-1.46E-2	5.01E-5	-3.59E-3
16	1.6E0	******	******	******	******	20	-6.14E-2	1.49E-4	-1.51E-2
17	1.7E0	******	******	******	******	20	-2.71E-3	-3.04E-5	-6.65E-4
18	1.8E0	******	******	******	******	20	1.55E-2	6.15E-5	3.81E-3
19	1.9E0	******	******	******	******	20	1.12E-2	-3.31E-5	2.76E-3
20	2E0	******	******	******	******	20	-6.01E-2	1.58E-4	-1.48E-2
21	2.1E0	******	******	******	******	20	8.38E-3	-8.57E-5	2.06E-3
22	2.2E0	******	******	******	******	20	-2.29E-2	9.26E-5	-5.62E-3
23	2.3E0	******	******	******	******	20	2.96E-2	-1.33E-4	7.27E-3
24	2.4E0	******	******	******	******	20	-2.95E-2	1.87E-5	-7.24E-3
25	2.5E0	******	******	******	******	20	9.35E-2	-1.47E-4	2.3E-2
26	2.6E0	******	******	******	******	20	8.37E-2	-1.72E-4	2.06E-2
27	2.7E0	******	******	******	******	20	1.17E-1	-9.14E-5	2.87E-2
28	2.8E0	******	******	******	******	20	9.78E-2	-1.58E-4	2.4E-2
29	2.9E0	******	******	******	******	20	9.39E-2	-3.4E-5	2.31E-2
30	3E0	******	******	******	******	20	9.06E-2	-1.1E-4	2.23E-2
31	3.1E0	******	******	******	******	20	1.45E-1	-1.18E-4	3.57E-2
32	3.2E0	******	******	******	******	20	1E-1	-5.84E-5	2.47E-2
33	3.3E0	******	******	******	******	20	1.06E-1	-9.21E-6	2.61E-2
34	3.4E0	******	******	******	******	20	1.26E-1	-6.5E-5	3.11E-2
35	3.5E0	******	******	******	******	20	7.83E-2	7.2E-5	1.93E-2
36	3.6E0	******	******	******	******	20	1.17E-1	5.41E-6	2.88E-2
37	3.7E0	******	******	******	******	20	1.14E-1	2.79E-5	2.79E-2
38	3.8E0	******	******	******	******	20	9.12E-2	9.12E-5	2.24E-2
39	3.9E0	******	******	******	******	20	1.07E-1	4.14E-5	2.63E-2
40	4E0	******	******	******	******	20	7.7E-2	1.17E-4	1.89E-2
41	4.1E0	******	******	******	******	20	4.27E-2	1.62E-4	1.05E-2
42	4.2E0	******	******	******	******	20	5.5E-2	8.19E-5	1.35E-2
43	4.3E0	******	******	******	******	20	3.8E-2	9.13E-5	9.34E-3
44	4.4E0	******	******	******	******	20	6.73E-2	8.55E-5	1.65E-2
45	4.5E0	******	******	******	******	20	6.55E-2	1.47E-4	1.61E-2
46	4.6E0	******	******	******	******	20	7.94E-2	-2.35E-5	1.95E-2
47	4.7E0	******	******	******	******	20	1.62E-2	1.17E-4	3.99E-3
48	4.8E0	******	******	******	******	20	1.15E-1	-3.74E-5	2.82E-2
49	4.9E0	******	******	******	******	20	1.32E-1	-5.84E-5	3.25E-2
50	5E0	******	******	******	******	20	8.7E-2	4.08E-5	2.14E-2
51	5.1E0	******	******	******	******	20	1.09E-1	-9.45E-5	2.67E-2
52	5.2E0	******	******	******	******	20	1.46E-1	-7.89E-5	3.59E-2
53	5.3E0	******	******	******	******	20	1.47E-1	-1.61E-4	3.62E-2
54	5.4E0	******	******	******	******	20	1.74E-1	-1.11E-4	4.28E-2
55	5.5E0	******	******	******	******	20	1.91E-1	-5.55E-5	4.68E-2
56	5.6E0	******	******	******	******	20	1.62E-1	-3.19E-5	3.98E-2
57	5.7E0	******	******	******	******	20	1.53E-1	-5.47E-5	3.76E-2
58	5.8E0	******	******	******	******	20	1.56E-1	-2.35E-5	3.83E-2
59	5.9E0	******	******	******	******	20	2.4E-1	-2.13E-4	5.91E-2
60	6E0	******	******	******	******	20	1.54E-1	-7.5E-6	3.78E-2
61	6.1E0	******	******	******	******	20	1.52E-1	1.5E-4	3.73E-2
62	6.2E0	******	******	******	******	20	1.64E-1	2.91E-5	4.04E-2
63	6.3E0	******	******	******	******	20	1.26E-1	-1.29E-5	3.09E-2
64	6.4E0	******	******	******	******	20	1.33E-1	1.04E-4	3.28E-2
65	6.5E0	******	******	******	******	20	1.11E-1	7.75E-5	2.73E-2
66	6.6E0	******	******	******	******	20	1.03E-1	1.57E-4	2.53E-2
67	6.7E0	******	******	******	******	20	9.25E-2	7.11E-5	2.27E-2
68	6.8E0	******	******	******	******	20	1.15E-1	7.47E-5	2.82E-2
69	6.9E0	******	******	******	******	20	9.32E-2	3.79E-5	2.29E-2
70	7E0	******	******	******	******	20	6.45E-2	9.59E-5	1.58E-2
71	7.1E0	******	******	******	******	20	1.67E-1	-4.24E-5	4.12E-2
72	7.2E0	******	******	******	******	20	1.03E-1	1.06E-4	2.52E-2
73	7.3E0	******	******	******	******	20	1.36E-1	-5.02E-5	3.33E-2
74	7.4E0	******	******	******	******	20	1.27E-1	8.9E-5	3.13E-2
75	7.5E0	******	******	******	******	20	1.84E-1	-4.56E-5	4.52E-2
76	7.6E0	******	******	******	******	20	1.44E-1	-1.2E-4	3.54E-2
77	7.7E0	******	******	******	******	20	1.03E-1	2.9E-5	2.52E-2
78	7.8E0	******	******	******	******	20	2.24E-1	-4.24E-5	5.5E-2
79	7.9E0	******	******	******	******	20	2E-1	-1.82E-4	4.92E-2
80	8E0	******	******	******	******	20	1.89E-1	-4.65E-5	4.64E-2
81	8.1E0	******	******	******	******	20	1.64E-1	1.68E-5	4.02E-2
82	8.2E0	******	******	******	******	20	2.24E-1	-1.93E-4	5.49E-2
83	8.3E0	******	******	******	******	20	2.12E-1	-9.76E-5	5.22E-2
84	8.4E0	******	******	******	******	20	1.52E-1	3.71E-5	3.75E-2
85	8.5E0	******	******	******	******	20	2.16E-1	-1.15E-4	5.3E-2
86	8.6E0	******	******	******	******	20	2.03E-1	-6.09E-5	4.98E-2
87	8.7E0	******	******	******	******	20	1.88E-1	6.76E-6	4.62E-2
88	8.8E0	******	******	******	******	20	1.2E-1	1.1E-4	2.96E-2
89	8.9E0	******	******	******	******	20	2.11E-1	-2.34E-5	5.18E-2
90	9E0	******	******	******	******	20	1.58E-1	1.05E-4	3.89E-2
