Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E-1	******	******	******	******	25	5.11E+1	1E0	1.26E+1
2	2E-1	******	******	******	******	25	3.62E+1	1E0	8.89E0
3	3E-1	******	******	******	******	25	2.77E+1	1E0	6.8E0
4	4E-1	******	******	******	******	25	3.01E+1	1E0	7.4E0
5	5E-1	******	******	******	******	25	2.71E+1	1E0	6.67E0
6	6E-1	******	******	******	******	25	2.45E+1	1E0	6.03E0
7	7.01E-1	******	******	******	******	25	2.25E+1	1E0	5.52E0
8	8.01E-1	******	******	******	******	25	2.05E+1	1E0	5.05E0
9	9.01E-1	******	******	******	******	25	1.89E+1	1E0	4.64E0
10	1E0	******	******	******	******	25	1.75E+1	1E0	4.3E0
11	1.1E0	******	******	******	******	25	1.62E+1	1E0	3.99E0
12	1.2E0	******	******	******	******	25	1.51E+1	1E0	3.7E0
13	1.3E0	******	******	******	******	25	1.4E+1	1E0	3.44E0
14	1.4E0	******	******	******	******	25	1.3E+1	1E0	3.2E0
15	1.5E0	******	******	******	******	25	1.21E+1	1E0	2.98E0
16	1.6E0	******	******	******	******	25	1.13E+1	1E0	2.78E0
17	1.7E0	******	******	******	******	25	1.07E+1	1E0	2.62E0
18	1.8E0	******	******	******	******	25	1E+1	1E0	2.46E0
19	1.9E0	******	******	******	******	25	9.4E0	1E0	2.31E0
20	2E0	******	******	******	******	25	8.85E0	1E0	2.18E0
21	2.1E0	******	******	******	******	25	8.32E0	1E0	2.04E0
22	2.2E0	******	******	******	******	25	7.89E0	1E0	1.94E0
23	2.3E0	******	******	******	******	25	7.43E0	1E0	1.83E0
24	2.4E0	******	******	******	******	25	7.08E0	1E0	1.74E0
25	2.5E0	******	******	******	******	25	6.68E0	1E0	1.64E0
26	2.6E0	******	******	******	******	25	6.34E0	1E0	1.56E0
27	2.7E0	******	******	******	******	25	5.96E0	1E0	1.46E0
28	2.8E0	******	******	******	******	25	5.72E0	1E0	1.4E0
29	2.9E0	******	******	******	******	25	5.41E0	1E0	1.33E0
30	3E0	******	******	******	******	25	5.13E0	1E0	1.26E0
31	3.1E0	******	******	******	******	25	4.88E0	1E0	1.2E0
32	3.2E0	******	******	******	******	25	4.61E0	1E0	1.13E0
33	3.3E0	******	******	******	******	25	4.39E0	1E0	1.08E0
34	3.4E0	******	******	******	******	25	4.14E0	1E0	1.02E0
35	3.5E0	******	******	******	******	25	3.99E0	1E0	9.81E-1
36	3.6E0	******	******	******	******	25	3.81E0	1E0	9.36E-1
37	3.7E0	******	******	******	******	25	3.58E0	1E0	8.79E-1
38	3.8E0	******	******	******	******	25	3.43E0	1E0	8.44E-1
39	3.9E0	******	******	******	******	25	3.22E0	1E0	7.92E-1
40	4E0	******	******	******	******	25	3.15E0	1E0	7.74E-1
