Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E-1	******	******	******	******	25	5.2E+1	1E0	1.28E+1
2	2E-1	******	******	******	******	25	3.96E+1	1E0	9.73E0
3	3E-1	******	******	******	******	25	3.47E+1	1E0	8.53E0
4	4E-1	******	******	******	******	25	3.06E+1	1E0	7.51E0
5	5E-1	******	******	******	******	25	2.76E+1	1E0	6.79E0
6	6E-1	******	******	******	******	25	2.5E+1	1E0	6.14E0
7	7.01E-1	******	******	******	******	25	2.28E+1	1E0	5.6E0
8	8.01E-1	******	******	******	******	25	2.08E+1	1E0	5.12E0
9	9.01E-1	******	******	******	******	25	1.92E+1	1E0	4.73E0
10	1E0	******	******	******	******	25	1.78E+1	1E0	4.36E0
11	1.1E0	******	******	******	******	25	1.65E+1	1E0	4.05E0
12	1.2E0	******	******	******	******	25	1.53E+1	1E0	3.75E0
13	1.3E0	******	******	******	******	25	1.43E+1	1E0	3.51E0
14	1.4E0	******	******	******	******	25	1.33E+1	1E0	3.27E0
15	1.5E0	******	******	******	******	25	1.24E+1	1E0	3.05E0
16	1.6E0	******	******	******	******	25	1.16E+1	1E0	2.85E0
17	1.7E0	******	******	******	******	25	1.09E+1	1E0	2.68E0
18	1.8E0	******	******	******	******	25	1.02E+1	1E0	2.52E0
19	1.9E0	******	******	******	******	25	9.59E0	1E0	2.36E0
20	2E0	******	******	******	******	25	9.07E0	1E0	2.23E0
21	2.1E0	******	******	******	******	25	8.56E0	1E0	2.1E0
22	2.2E0	******	******	******	******	25	8.08E0	1E0	1.99E0
23	2.3E0	******	******	******	******	25	7.64E0	1E0	1.88E0
24	2.4E0	******	******	******	******	25	7.24E0	1E0	1.78E0
25	2.5E0	******	******	******	******	25	6.86E0	1E0	1.69E0
26	2.6E0	******	******	******	******	25	6.46E0	1E0	1.59E0
27	2.7E0	******	******	******	******	25	6.12E0	1E0	1.5E0
28	2.8E0	******	******	******	******	25	5.79E0	1E0	1.42E0
29	2.9E0	******	******	******	******	25	5.54E0	1E0	1.36E0
30	3E0	******	******	******	******	25	5.26E0	1E0	1.29E0
31	3.1E0	******	******	******	******	25	4.98E0	1E0	1.22E0
32	3.2E0	******	******	******	******	25	4.75E0	1E0	1.17E0
33	3.3E0	******	******	******	******	25	4.47E0	1E0	1.1E0
34	3.4E0	******	******	******	******	25	4.31E0	1E0	1.06E0
35	3.5E0	******	******	******	******	25	4.03E0	1E0	9.89E-1
36	3.6E0	******	******	******	******	25	3.85E0	1E0	9.47E-1
37	3.7E0	******	******	******	******	25	3.66E0	1E0	8.99E-1
38	3.8E0	******	******	******	******	25	3.49E0	1E0	8.58E-1
39	3.9E0	******	******	******	******	25	3.34E0	1E0	8.2E-1
40	4E0	******	******	******	******	25	3.15E0	1E0	7.74E-1
41	4.1E0	******	******	******	******	25	3.03E0	1E0	7.45E-1
42	4.2E0	******	******	******	******	25	2.85E0	1E0	7E-1
43	4.3E0	******	******	******	******	25	2.76E0	1E0	6.79E-1
44	4.4E0	******	******	******	******	25	2.63E0	1E0	6.47E-1
45	4.5E0	******	******	******	******	25	2.51E0	1E0	6.17E-1
46	4.6E0	******	******	******	******	25	2.42E0	1E0	5.95E-1
47	4.7E0	******	******	******	******	25	2.24E0	1E0	5.52E-1
48	4.8E0	******	******	******	******	25	2.25E0	1E0	5.53E-1
49	4.9E0	******	******	******	******	25	2.12E0	1E0	5.22E-1
50	5E0	******	******	******	******	25	2.14E0	1E0	5.25E-1
51	5.1E0	******	******	******	******	25	1.92E0	1E0	4.72E-1
52	5.2E0	******	******	******	******	25	1.93E0	1E0	4.75E-1
53	5.3E0	******	******	******	******	25	1.81E0	1E0	4.46E-1
54	5.4E0	******	******	******	******	25	1.78E0	1E0	4.37E-1
55	5.5E0	******	******	******	******	25	1.73E0	1E0	4.26E-1
56	5.6E0	******	******	******	******	25	1.67E0	1E0	4.09E-1
57	5.7E0	******	******	******	******	25	1.56E0	1E0	3.83E-1
58	5.8E0	******	******	******	******	25	1.52E0	1E0	3.74E-1
59	5.9E0	******	******	******	******	25	1.5E0	1E0	3.68E-1
60	6E0	******	******	******	******	25	1.4E0	1E0	3.44E-1
61	6.1E0	******	******	******	******	25	1.41E0	1E0	3.46E-1
62	6.2E0	******	******	******	******	25	1.29E0	1E0	3.16E-1
63	6.3E0	******	******	******	******	25	1.26E0	1E0	3.1E-1
64	6.4E0	******	******	******	******	25	1.2E0	1E0	2.96E-1
65	6.5E0	******	******	******	******	25	1.16E0	1E0	2.86E-1
66	6.6E0	******	******	******	******	25	1.15E0	1E0	2.83E-1
67	6.7E0	******	******	******	******	25	1.09E0	1E0	2.68E-1
68	6.8E0	******	******	******	******	25	9.79E-1	1E0	2.4E-1
69	6.9E0	******	******	******	******	25	9.97E-1	1E0	2.45E-1
70	7E0	******	******	******	******	25	9.42E-1	1E0	2.31E-1
71	7.1E0	******	******	******	******	25	8.75E-1	1E0	2.15E-1
72	7.2E0	******	******	******	******	25	8.86E-1	1E0	2.18E-1
73	7.3E0	******	******	******	******	25	8.46E-1	1E0	2.08E-1
74	7.4E0	******	******	******	******	25	7.94E-1	1E0	1.95E-1
75	7.5E0	******	******	******	******	25	7.74E-1	1E0	1.9E-1
76	7.6E0	******	******	******	******	25	7.53E-1	1E0	1.85E-1
77	7.7E0	******	******	******	******	25	6.74E-1	1E0	1.66E-1
78	7.8E0	******	******	******	******	25	6.76E-1	1E0	1.66E-1
79	7.9E0	******	******	******	******	25	6.7E-1	1E0	1.65E-1
80	8E0	******	******	******	******	25	6.67E-1	1E0	1.64E-1
81	8.1E0	******	******	******	******	25	6.14E-1	1E0	1.51E-1
82	8.2E0	******	******	******	******	25	6.18E-1	1E0	1.52E-1
83	8.3E0	******	******	******	******	25	5.92E-1	1E0	1.46E-1
84	8.4E0	******	******	******	******	25	5.8E-1	1E0	1.43E-1
85	8.5E0	******	******	******	******	25	5.86E-1	1E0	1.44E-1
86	8.6E0	******	******	******	******	25	5.73E-1	1E0	1.41E-1
87	8.7E0	******	******	******	******	25	5.21E-1	1E0	1.28E-1
88	8.8E0	******	******	******	******	25	5.29E-1	1E0	1.3E-1
89	8.9E0	******	******	******	******	25	5.66E-1	1E0	1.39E-1
90	9E0	******	******	******	******	25	4.88E-1	1E0	1.2E-1
91	9.1E0	******	******	******	******	25	5.21E-1	1E0	1.28E-1
92	9.2E0	******	******	******	******	25	4.99E-1	1E0	1.23E-1
93	9.3E0	******	******	******	******	25	5.17E-1	1E0	1.27E-1
94	9.4E0	******	******	******	******	25	4.99E-1	1E0	1.23E-1
95	9.5E0	******	******	******	******	25	4.99E-1	1E0	1.23E-1
96	9.6E0	******	******	******	******	25	5.03E-1	1E0	1.24E-1
97	9.7E0	******	******	******	******	25	4.81E-1	1E0	1.18E-1
98	9.8E0	******	******	******	******	25	4.95E-1	1E0	1.22E-1
99	9.9E0	******	******	******	******	25	4.52E-1	1E0	1.11E-1
100	1E+1	******	******	******	******	25	4.56E-1	1E0	1.12E-1
101	1.01E+1	******	******	******	******	25	4.18E-1	1E0	1.03E-1
102	1.02E+1	******	******	******	******	25	3.92E-1	1E0	9.63E-2
103	1.03E+1	******	******	******	******	25	4.22E-1	1E0	1.04E-1
104	1.04E+1	******	******	******	******	25	3.98E-1	1E0	9.77E-2
105	1.05E+1	******	******	******	******	25	3.61E-1	1E0	8.87E-2
106	1.06E+1	******	******	******	******	25	3.35E-1	1E0	8.23E-2
107	1.07E+1	******	******	******	******	25	3.51E-1	1E0	8.63E-2
108	1.08E+1	******	******	******	******	25	3.2E-1	1E0	7.87E-2
109	1.09E+1	******	******	******	******	25	3.2E-1	1E0	7.86E-2
110	1.1E+1	******	******	******	******	25	3.14E-1	1E0	7.72E-2
111	1.11E+1	******	******	******	******	25	2.96E-1	1E0	7.28E-2
112	1.12E+1	******	******	******	******	25	2.84E-1	1E0	6.99E-2
113	1.13E+1	******	******	******	******	25	2.19E-1	1E0	5.39E-2
114	1.14E+1	******	******	******	******	25	2.57E-1	1E0	6.31E-2
115	1.15E+1	******	******	******	******	25	2.22E-1	1E0	5.44E-2
116	1.16E+1	******	******	******	******	25	2.76E-1	1E0	6.78E-2
117	1.17E+1	******	******	******	******	25	2.59E-1	1E0	6.37E-2
118	1.18E+1	******	******	******	******	25	2.05E-1	1E0	5.04E-2
119	1.19E+1	******	******	******	******	25	2.19E-1	1E0	5.38E-2
120	1.2E+1	******	******	******	******	25	1.96E-1	1E0	4.82E-2
121	1.21E+1	******	******	******	******	25	2.54E-1	1E0	6.25E-2
122	1.22E+1	******	******	******	******	25	2E-1	1E0	4.9E-2
123	1.23E+1	******	******	******	******	25	2.57E-1	1E0	6.32E-2
124	1.24E+1	******	******	******	******	25	2.28E-1	1E0	5.61E-2
125	1.25E+1	******	******	******	******	25	2.54E-1	1E0	6.23E-2
126	1.26E+1	******	******	******	******	25	2.33E-1	1E0	5.73E-2
127	1.27E+1	******	******	******	******	25	2.42E-1	1E0	5.96E-2
128	1.28E+1	******	******	******	******	25	2.49E-1	1E0	6.12E-2
129	1.29E+1	******	******	******	******	25	2.4E-1	1E0	5.89E-2
130	1.3E+1	******	******	******	******	25	2.68E-1	1E0	6.58E-2
131	1.31E+1	******	******	******	******	25	2.54E-1	1E0	6.23E-2
132	1.32E+1	******	******	******	******	25	2.88E-1	1E0	7.09E-2
133	1.33E+1	******	******	******	******	25	2.85E-1	1E0	7E-2
134	1.34E+1	******	******	******	******	25	2.43E-1	1E0	5.97E-2
135	1.35E+1	******	******	******	******	25	2.75E-1	1E0	6.75E-2
136	1.36E+1	******	******	******	******	25	2.05E-1	1E0	5.04E-2
137	1.37E+1	******	******	******	******	25	2.61E-1	1E0	6.42E-2
138	1.38E+1	******	******	******	******	25	2.41E-1	1E0	5.92E-2
139	1.39E+1	******	******	******	******	25	2.24E-1	1E0	5.5E-2
140	1.4E+1	******	******	******	******	25	1.84E-1	1E0	4.53E-2
141	1.41E+1	******	******	******	******	25	2.23E-1	1E0	5.48E-2
142	1.42E+1	******	******	******	******	25	1.55E-1	1E0	3.81E-2
143	1.43E+1	******	******	******	******	25	1.81E-1	1E0	4.44E-2
144	1.44E+1	******	******	******	******	25	1.57E-1	1E0	3.86E-2
145	1.45E+1	******	******	******	******	25	1.84E-1	1E0	4.53E-2
146	1.46E+1	******	******	******	******	25	1.12E-1	1E0	2.74E-2
147	1.47E+1	******	******	******	******	25	1.55E-1	1E0	3.81E-2
148	1.48E+1	******	******	******	******	25	1.2E-1	1E0	2.95E-2
149	1.49E+1	******	******	******	******	25	1.08E-1	1E0	2.66E-2
150	1.5E+1	******	******	******	******	25	1.15E-1	1E0	2.83E-2
151	1.51E+1	******	******	******	******	25	1.15E-1	1E0	2.82E-2
152	1.52E+1	******	******	******	******	25	1.59E-1	1E0	3.9E-2
153	1.53E+1	******	******	******	******	25	1.5E-1	1E0	3.67E-2
154	1.54E+1	******	******	******	******	25	1.11E-1	1E0	2.72E-2
155	1.55E+1	******	******	******	******	25	1.73E-1	1E0	4.26E-2
156	1.56E+1	******	******	******	******	25	1.17E-1	1E0	2.88E-2
157	1.57E+1	******	******	******	******	25	2.02E-1	1E0	4.96E-2
158	1.58E+1	******	******	******	******	25	1.89E-1	1E0	4.64E-2
159	1.59E+1	******	******	******	******	25	1.8E-1	1E0	4.43E-2
160	1.6E+1	******	******	******	******	25	2.14E-1	1E0	5.26E-2
161	1.61E+1	******	******	******	******	25	1.67E-1	1E0	4.11E-2
162	1.62E+1	******	******	******	******	25	2.24E-1	1E0	5.49E-2
163	1.63E+1	******	******	******	******	25	2.07E-1	1E0	5.09E-2
164	1.64E+1	******	******	******	******	25	2.34E-1	1E0	5.75E-2
165	1.65E+1	******	******	******	******	25	2.01E-1	1E0	4.93E-2
166	1.66E+1	******	******	******	******	25	2.11E-1	1E0	5.19E-2
167	1.67E+1	******	******	******	******	25	2.7E-1	1E0	6.63E-2
168	1.68E+1	******	******	******	******	25	2E-1	1E0	4.92E-2
169	1.69E+1	******	******	******	******	25	1.89E-1	1E0	4.64E-2
170	1.7E+1	******	******	******	******	25	2.33E-1	1E0	5.73E-2
171	1.71E+1	******	******	******	******	25	2.16E-1	1E0	5.3E-2
172	1.72E+1	******	******	******	******	25	1.84E-1	1E0	4.52E-2
173	1.73E+1	******	******	******	******	25	2.27E-1	1E0	5.58E-2
174	1.74E+1	******	******	******	******	25	1.92E-1	1E0	4.72E-2
175	1.75E+1	******	******	******	******	25	1.9E-1	1E0	4.67E-2
176	1.76E+1	******	******	******	******	25	1.16E-1	1E0	2.85E-2
177	1.77E+1	******	******	******	******	25	1.28E-1	1E0	3.14E-2
178	1.78E+1	******	******	******	******	25	1.46E-1	1E0	3.59E-2
179	1.79E+1	******	******	******	******	25	6.38E-2	1E0	1.57E-2
180	1.8E+1	******	******	******	******	25	1.06E-1	1E0	2.62E-2
181	1.81E+1	******	******	******	******	25	1.26E-1	1E0	3.09E-2
182	1.82E+1	******	******	******	******	25	8.81E-2	1E0	2.17E-2
183	1.83E+1	******	******	******	******	25	6.83E-2	1E0	1.68E-2
184	1.84E+1	******	******	******	******	25	6.11E-2	1E0	1.5E-2
185	1.85E+1	******	******	******	******	25	9.76E-2	1E0	2.4E-2
186	1.86E+1	******	******	******	******	25	4.67E-2	1E0	1.15E-2
187	1.87E+1	******	******	******	******	25	1.18E-1	1E0	2.89E-2
188	1.88E+1	******	******	******	******	25	1.15E-1	1E0	2.82E-2
189	1.89E+1	******	******	******	******	25	3.46E-2	1E0	8.51E-3
190	1.9E+1	******	******	******	******	25	1.14E-1	1E0	2.8E-2
191	1.91E+1	******	******	******	******	25	8.19E-2	1E0	2.01E-2
192	1.92E+1	******	******	******	******	25	1.28E-1	1E0	3.16E-2
193	1.93E+1	******	******	******	******	25	1.15E-1	1E0	2.84E-2
194	1.94E+1	******	******	******	******	25	1.25E-1	1E0	3.07E-2
195	1.95E+1	******	******	******	******	25	1.62E-1	1E0	3.98E-2
196	1.96E+1	******	******	******	******	25	1.47E-1	1E0	3.6E-2
197	1.97E+1	******	******	******	******	25	1.51E-1	1E0	3.72E-2
198	1.98E+1	******	******	******	******	25	1.53E-1	1E0	3.75E-2
199	1.99E+1	******	******	******	******	25	1.74E-1	1E0	4.28E-2
200	2E+1	******	******	******	******	25	1.55E-1	1E0	3.82E-2
201	2.01E+1	******	******	******	******	25	2.4E-1	1E0	5.9E-2
202	2.02E+1	******	******	******	******	25	1.71E-1	1E0	4.21E-2
203	2.03E+1	******	******	******	******	25	2.24E-1	1E0	5.49E-2
204	2.04E+1	******	******	******	******	25	1.73E-1	1E0	4.26E-2
205	2.05E+1	******	******	******	******	25	1.73E-1	1E0	4.24E-2
206	2.06E+1	******	******	******	******	25	2.03E-1	1E0	5E-2
207	2.07E+1	******	******	******	******	25	1.65E-1	1E0	4.06E-2
208	2.08E+1	******	******	******	******	25	2.21E-1	1E0	5.42E-2
209	2.09E+1	******	******	******	******	25	2.29E-1	1E0	5.64E-2
210	2.1E+1	******	******	******	******	25	1.86E-1	1E0	4.57E-2
211	2.11E+1	******	******	******	******	25	1.38E-1	1E0	3.39E-2
212	2.12E+1	******	******	******	******	25	1.68E-1	1E0	4.12E-2
213	2.13E+1	******	******	******	******	25	1.09E-1	1E0	2.69E-2
214	2.14E+1	******	******	******	******	25	1.66E-1	1E0	4.09E-2
