Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	1E-1	******	******	******	******	20	5.66E+1	1E0	1.39E+1
2	2E-1	******	******	******	******	20	4.82E+1	1E0	1.18E+1
3	3E-1	******	******	******	******	20	3.68E+1	9.99E-1	9.03E0
4	4E-1	******	******	******	******	20	3.62E+1	1E0	8.9E0
5	5E-1	******	******	******	******	20	4.53E+1	1E0	1.11E+1
6	6E-1	******	******	******	******	20	4.37E+1	1E0	1.07E+1
7	7.01E-1	******	******	******	******	20	4.23E+1	1E0	1.04E+1
8	8.01E-1	******	******	******	******	20	4.11E+1	1E0	1.01E+1
9	9.01E-1	******	******	******	******	20	3.99E+1	1E0	9.8E0
10	1E0	******	******	******	******	20	3.89E+1	1E0	9.55E0
11	1.1E0	******	******	******	******	20	3.78E+1	1E0	9.3E0
12	1.2E0	******	******	******	******	20	3.69E+1	1E0	9.07E0
13	1.3E0	******	******	******	******	20	3.6E+1	1E0	8.85E0
14	1.4E0	******	******	******	******	20	3.51E+1	1E0	8.62E0
15	1.5E0	******	******	******	******	20	3.43E+1	1E0	8.43E0
16	1.6E0	******	******	******	******	20	3.35E+1	1E0	8.23E0
17	1.7E0	******	******	******	******	20	3.27E+1	1E0	8.04E0
18	1.8E0	******	******	******	******	20	3.2E+1	1E0	7.86E0
19	1.9E0	******	******	******	******	20	3.13E+1	1E0	7.69E0
20	2E0	******	******	******	******	20	3.07E+1	1E0	7.54E0
21	2.1E0	******	******	******	******	20	3E+1	1E0	7.37E0
22	2.2E0	******	******	******	******	20	2.95E+1	1E0	7.24E0
23	2.3E0	******	******	******	******	20	2.88E+1	1E0	7.08E0
24	2.4E0	******	******	******	******	20	2.83E+1	1E0	6.95E0
25	2.5E0	******	******	******	******	20	2.77E+1	1E0	6.81E0
26	2.6E0	******	******	******	******	20	2.72E+1	1E0	6.68E0
27	2.7E0	******	******	******	******	20	2.67E+1	1E0	6.56E0
28	2.8E0	******	******	******	******	20	2.62E+1	1E0	6.44E0
29	2.9E0	******	******	******	******	20	2.58E+1	1E0	6.33E0
30	3E0	******	******	******	******	20	2.53E+1	1E0	6.22E0
31	3.1E0	******	******	******	******	20	2.48E+1	1E0	6.1E0
32	3.2E0	******	******	******	******	20	2.44E+1	1E0	5.99E0
33	3.3E0	******	******	******	******	20	2.4E+1	1E0	5.89E0
34	3.4E0	******	******	******	******	20	2.36E+1	1E0	5.8E0
35	3.5E0	******	******	******	******	20	2.32E+1	1E0	5.71E0
36	3.6E0	******	******	******	******	20	2.28E+1	1E0	5.61E0
37	3.7E0	******	******	******	******	20	2.25E+1	1E0	5.54E0
38	3.8E0	******	******	******	******	20	2.21E+1	1E0	5.44E0
39	3.9E0	******	******	******	******	20	2.18E+1	1E0	5.35E0
40	4E0	******	******	******	******	20	2.15E+1	1E0	5.27E0
41	4.1E0	******	******	******	******	20	2.11E+1	1E0	5.19E0
42	4.2E0	******	******	******	******	20	2.08E+1	1E0	5.1E0
43	4.3E0	******	******	******	******	20	2.05E+1	1E0	5.03E0
44	4.4E0	******	******	******	******	20	2.02E+1	1E0	4.96E0
45	4.5E0	******	******	******	******	20	1.99E+1	1E0	4.88E0
46	4.6E0	******	******	******	******	20	1.95E+1	1E0	4.8E0
47	4.7E0	******	******	******	******	20	1.93E+1	1E0	4.75E0
48	4.8E0	******	******	******	******	20	1.9E+1	1E0	4.67E0
49	4.9E0	******	******	******	******	20	1.88E+1	1E0	4.61E0
50	5E0	******	******	******	******	20	1.84E+1	1E0	4.53E0
51	5.1E0	******	******	******	******	20	1.82E+1	1E0	4.48E0
