Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
	[s]	[Hz]	[Pa]	[Pa]	[1]	[°C]	[µNm]	[%]	[Pa]
1	9.96E-2	******	******	******	******	10	-7.04E+1	-1.59E-3	-1.73E+1
2	2E-1	******	******	******	******	10	-5.96E+1	6.06E-4	-1.46E+1
3	3E-1	******	******	******	******	10	-5.84E+1	2.04E-5	-1.43E+1
4	3.99E-1	******	******	******	******	10	-6.08E+1	1.23E-3	-1.49E+1
5	5E-1	******	******	******	******	10	-5.7E+1	1.29E-4	-1.4E+1
6	6E-1	******	******	******	******	10	-6.07E+1	8.58E-4	-1.49E+1
7	7.01E-1	******	******	******	******	10	-6.22E+1	-1.16E-4	-1.53E+1
8	8.01E-1	******	******	******	******	10	-6.17E+1	-8.43E-5	-1.52E+1
9	9E-1	******	******	******	******	10	-6.13E+1	-9.42E-5	-1.51E+1
10	1E0	******	******	******	******	10	-6.09E+1	-6.63E-5	-1.5E+1
11	1.1E0	******	******	******	******	10	-6.04E+1	-1.42E-4	-1.48E+1
12	1.2E0	******	******	******	******	10	-6.01E+1	-6.69E-5	-1.48E+1
13	1.3E0	******	******	******	******	10	-5.98E+1	-9.88E-5	-1.47E+1
14	1.4E0	******	******	******	******	10	-5.95E+1	-4.33E-5	-1.46E+1
15	1.5E0	******	******	******	******	10	-5.92E+1	-7.37E-5	-1.45E+1
16	1.6E0	******	******	******	******	10	-5.89E+1	-9.63E-5	-1.45E+1
17	1.7E0	******	******	******	******	10	-5.86E+1	-9.09E-5	-1.44E+1
18	1.8E0	******	******	******	******	10	-5.84E+1	-2.96E-5	-1.44E+1
19	1.9E0	******	******	******	******	10	-5.81E+1	-1.07E-4	-1.43E+1
20	2E0	******	******	******	******	10	-5.79E+1	-4.44E-5	-1.42E+1
21	2.1E0	******	******	******	******	10	-5.77E+1	-7.51E-5	-1.42E+1
22	2.2E0	******	******	******	******	10	-5.75E+1	-9.38E-5	-1.41E+1
23	2.3E0	******	******	******	******	10	-5.73E+1	5.87E-7	-1.41E+1
24	2.4E0	******	******	******	******	10	-5.71E+1	-9.93E-5	-1.4E+1
25	2.5E0	******	******	******	******	10	-5.69E+1	-5.37E-6	-1.4E+1
26	2.6E0	******	******	******	******	10	-5.67E+1	-1.15E-4	-1.39E+1
27	2.7E0	******	******	******	******	10	-5.66E+1	5.09E-5	-1.39E+1
28	2.8E0	******	******	******	******	10	-5.63E+1	-1.26E-4	-1.38E+1
29	2.9E0	******	******	******	******	10	-5.62E+1	-7.35E-5	-1.38E+1
30	3E0	******	******	******	******	10	-5.61E+1	-6.85E-5	-1.38E+1
31	3.1E0	******	******	******	******	10	-5.59E+1	-4.78E-5	-1.37E+1
32	3.2E0	******	******	******	******	10	-5.57E+1	-1.32E-4	-1.37E+1
33	3.3E0	******	******	******	******	10	-5.56E+1	-7.12E-5	-1.37E+1
34	3.4E0	******	******	******	******	10	-5.54E+1	-1.36E-4	-1.36E+1
35	3.5E0	******	******	******	******	10	-5.53E+1	-1.29E-4	-1.36E+1
36	3.6E0	******	******	******	******	10	-5.51E+1	-1.2E-4	-1.35E+1
37	3.7E0	******	******	******	******	10	-5.5E+1	-8.8E-5	-1.35E+1
38	3.8E0	******	******	******	******	10	-5.48E+1	-1.59E-4	-1.35E+1
39	3.9E0	******	******	******	******	10	-5.47E+1	-1.68E-4	-1.34E+1
40	4E0	******	******	******	******	10	-5.46E+1	-8.86E-5	-1.34E+1
41	4.1E0	******	******	******	******	10	-5.45E+1	-1.39E-4	-1.34E+1
42	4.2E0	******	******	******	******	10	-5.43E+1	-1.74E-4	-1.33E+1
43	4.3E0	******	******	******	******	10	-5.43E+1	-6.19E-5	-1.33E+1
44	4.4E0	******	******	******	******	10	-5.41E+1	-1.44E-4	-1.33E+1
45	4.5E0	******	******	******	******	10	-5.4E+1	-1.53E-4	-1.33E+1
46	4.6E0	******	******	******	******	10	-5.39E+1	-1.75E-4	-1.32E+1
47	4.7E0	******	******	******	******	10	-5.37E+1	-8.23E-5	-1.32E+1
48	4.8E0	******	******	******	******	10	-5.36E+1	-2.04E-4	-1.32E+1
49	4.9E0	******	******	******	******	10	-5.35E+1	-9.73E-5	-1.32E+1
50	5E0	******	******	******	******	10	-5.34E+1	-1.47E-4	-1.31E+1
51	5.1E0	******	******	******	******	10	-5.33E+1	-1.22E-4	-1.31E+1
52	5.2E0	******	******	******	******	10	-5.32E+1	-1.22E-4	-1.31E+1
53	5.3E0	******	******	******	******	10	-5.31E+1	-7.48E-5	-1.31E+1
54	5.4E0	******	******	******	******	10	-5.3E+1	-9E-5	-1.3E+1
55	5.5E0	******	******	******	******	10	-5.29E+1	-1.5E-4	-1.3E+1
56	5.6E0	******	******	******	******	10	-5.28E+1	-7.67E-5	-1.3E+1
57	5.7E0	******	******	******	******	9.99	-5.27E+1	-3.95E-5	-1.3E+1
58	5.8E0	******	******	******	******	9.99	-5.26E+1	-1.1E-4	-1.29E+1
59	5.9E0	******	******	******	******	10	-5.25E+1	-1.31E-4	-1.29E+1
60	6E0	******	******	******	******	10	-5.25E+1	-4.23E-5	-1.29E+1
61	6.1E0	******	******	******	******	10	-5.23E+1	-7.8E-5	-1.29E+1
62	6.2E0	******	******	******	******	10	-5.23E+1	4.71E-5	-1.29E+1
63	6.3E0	******	******	******	******	10	-5.21E+1	-1.1E-4	-1.28E+1
64	6.4E0	******	******	******	******	10	-5.22E+1	8.27E-6	-1.28E+1
65	6.5E0	******	******	******	******	10	-5.2E+1	6.67E-6	-1.28E+1
66	6.6E0	******	******	******	******	10	-5.19E+1	8.73E-6	-1.28E+1
67	6.7E0	******	******	******	******	10	-5.18E+1	3.74E-5	-1.27E+1
68	6.8E0	******	******	******	******	10	-5.18E+1	1.86E-5	-1.27E+1
69	6.9E0	******	******	******	******	10	-5.17E+1	1.91E-5	-1.27E+1
70	7E0	******	******	******	******	10	-5.16E+1	5.37E-5	-1.27E+1
71	7.1E0	******	******	******	******	10	-5.15E+1	5.22E-5	-1.27E+1
72	7.2E0	******	******	******	******	10	-5.14E+1	-6.57E-6	-1.26E+1
