Meas. Pts.	Interval Time	Frequency	Storage Modulus	Loss Modulus	Damping Factor	Temperature	Torque	Strain	Shear Stress
87	8.7E0	******	******	******	******	30	7.62E-2	-3.27E-5	1.87E-2
88	8.8E0	******	******	******	******	30	4.66E-2	-1.59E-4	1.15E-2
89	8.9E0	******	******	******	******	30	8.5E-2	-7.11E-5	2.09E-2
90	9E0	******	******	******	******	30	1.26E-1	-1.8E-4	3.09E-2
91	9.1E0	******	******	******	******	30	1.3E-1	-2.16E-4	3.2E-2
92	9.2E0	******	******	******	******	30	4.43E-2	1.25E-5	1.09E-2
93	9.3E0	******	******	******	******	30	9.64E-2	-1.37E-4	2.37E-2
94	9.4E0	******	******	******	******	30	1.1E-1	-6.41E-5	2.71E-2
95	9.5E0	******	******	******	******	30	6.08E-2	4.7E-6	1.49E-2
96	9.6E0	******	******	******	******	30	7.21E-2	-6.91E-6	1.77E-2
97	9.7E0	******	******	******	******	30	6.06E-2	4E-5	1.49E-2
98	9.8E0	******	******	******	******	30	3.77E-2	4.45E-5	9.26E-3
99	9.9E0	******	******	******	******	30	1.24E-2	8.69E-5	3.04E-3
100	1E+1	******	******	******	******	30	8.59E-2	2.07E-5	2.11E-2
